year,province,variety,plantingarea,harvestedarea,production,YieldPA,YieldHA,portionplant
2012,Chiang Rai,NativeRice,56793,56354,29929,527,531,4.2
2012,Chiang Rai,RD6,928946,920803,562722,606,611,68.72
2012,Chiang Rai,RD15,126462,126135,76741,607,608,9.35
2012,Chiang Rai,KDML105,95452,95029,60025,629,632,7.06
2012,Chiang Rai,SuphanBuri60,13060,13060,9218,706,706,0.97
2012,Chiang Rai,PhotoperiodSensitiveRice,25737,25737,19348,752,752,1.9
2012,Chiang Rai,NonPhotoperiodSensitiveRice,65905,65893,50262,763,763,4.88
2012,Chiang Rai,ChaiNat1,3640,3640,2866,787,787,0.27
2012,Chiang Rai,PTT1,12137,12137,9053,746,746,0.9
2012,Chiang Rai,SuphanBuri1,23599,23599,18253,773,773,1.75
2012,Phayao,NativeRice,17522,16393,7565,432,461,2.62
2012,Phayao,RD6,409158,388098,229415,561,591,61.08
2012,Phayao,RD15,72848,70971,41080,564,579,10.87
2012,Phayao,KDML105,113706,110488,55052,484,498,16.97
2012,Phayao,PhotoperiodSensitiveRice,14926,14830,9548,640,644,2.23
2012,Phayao,NonPhotoperiodSensitiveRice,35335,34043,26548,751,780,5.28
2012,Phayao,ChaiNat1,2947,2896,1632,554,564,0.44
2012,Phayao,PTT1,3432,3432,1892,551,551,0.51
2012,Lampang,NativeRice,13686,13560,5935,434,438,3.07
2012,Lampang,RD6,338193,330641,183835,544,556,75.95
2012,Lampang,RD15,3029,3029,1921,634,634,0.68
2012,Lampang,KDML105,29232,28454,16237,555,571,6.57
2012,Lampang,PhotoperiodSensitiveRice,22596,22418,12393,548,553,5.08
2012,Lampang,NonPhotoperiodSensitiveRice,36285,35541,20138,555,567,8.15
2012,Lampang,PTT1,2241,2241,1191,531,531,0.5
2012,Lamphun,NativeRice,10758,10136,5117,476,505,8.99
2012,Lamphun,RD6,80783,76765,48166,596,627,67.51
2012,Lamphun,RD15,912,878,515,565,587,0.76
2012,Lamphun,KDML105,10290,10001,5681,552,568,8.6
2012,Lamphun,PhotoperiodSensitiveRice,3650,3588,2420,663,674,3.05
2012,Lamphun,NonPhotoperiodSensitiveRice,12570,11878,7844,624,660,10.5
2012,Lamphun,PTT1,705,705,382,542,542,0.59
2012,Chiang Mai,NativeRice,43834,42778,19609,447,458,8.81
2012,Chiang Mai,RD6,191011,185323,120611,631,651,38.38
2012,Chiang Mai,RD15,4483,4483,2552,569,569,0.9
2012,Chiang Mai,KDML105,92948,90559,57978,624,640,18.68
2012,Chiang Mai,SuphanBuri60,1567,1567,1068,682,682,0.32
2012,Chiang Mai,PhotoperiodSensitiveRice,14943,14647,9370,627,640,3
2012,Chiang Mai,NonPhotoperiodSensitiveRice,129608,127143,97334,751,766,26.05
2012,Chiang Mai,PTT1,15984,15620,10925,683,699,3.21
2012,Chiang Mai,SuphanBuri1,3244,3116,2266,699,727,0.65
2012,Mae Hong Son,NativeRice,37354,36873,14696,393,399,25.87
2012,Mae Hong Son,RD6,10588,10517,5806,548,552,7.33
2012,Mae Hong Son,RD15,11891,11648,5180,436,445,8.24
2012,Mae Hong Son,KDML105,34696,34093,14876,429,436,24.03
2012,Mae Hong Son,PhotoperiodSensitiveRice,17080,16921,7560,443,447,11.83
2012,Mae Hong Son,NonPhotoperiodSensitiveRice,32778,32335,18675,570,578,22.7
2012,Tak,NativeRice,100476,93707,35559,354,379,34.39
2012,Tak,RD6,24951,23225,10574,424,455,8.54
2012,Tak,RD15,4835,4728,2832,586,599,1.65
2012,Tak,KDML105,110043,103097,47991,436,465,37.67
2012,Tak,SuphanBuri60,1302,1302,757,581,581,0.45
2012,Tak,NonPhotoperiodSensitiveRice,28625,26677,16345,571,613,9.8
2012,Tak,ChaiNat1,9442,9079,5892,624,649,3.23
2012,Tak,PTT1,1693,1693,1007,595,595,0.58
2012,Tak,SuphanBuri1,10780,10292,7581,703,737,3.69
2012,Kamphaeng Phet,NativeRice,28399,25700,12594,443,490,1.91
2012,Kamphaeng Phet,RD6,17470,16363,9449,541,577,1.17
2012,Kamphaeng Phet,RD15,2112,2112,1260,597,597,0.14
2012,Kamphaeng Phet,KDML105,84912,83963,40403,476,481,5.71
2012,Kamphaeng Phet,SuphanBuri60,43059,42596,26657,619,626,2.89
2012,Kamphaeng Phet,PhotoperiodSensitiveRice,56325,56325,32733,581,581,3.79
2012,Kamphaeng Phet,NonPhotoperiodSensitiveRice,788656,781377,488135,619,625,53.01
2012,Kamphaeng Phet,ChaiNat1,116745,116359,69899,599,601,7.85
2012,Kamphaeng Phet,SupanburiAromaticRice,4708,4708,2427,516,516,0.32
2012,Kamphaeng Phet,PTT1,137276,137003,86100,627,628,9.23
2012,Kamphaeng Phet,SuphanBuri1,207939,207341,126116,607,608,13.98
2012,Sukhothai,NativeRice,86435,83419,36378,421,436,7.55
2012,Sukhothai,RD6,30544,29512,15482,507,525,2.67
2012,Sukhothai,RD15,6266,6266,3330,531,531,0.55
2012,Sukhothai,KDML105,118731,115519,60328,508,522,10.37
2012,Sukhothai,SuphanBuri60,124697,122452,68115,546,556,10.89
2012,Sukhothai,PhotoperiodSensitiveRice,8159,8159,4726,579,579,0.71
2012,Sukhothai,NonPhotoperiodSensitiveRice,462471,450127,282733,611,628,40.37
2012,Sukhothai,ChaiNat1,139978,136053,79789,570,586,12.22
2012,Sukhothai,SupanburiAromaticRice,9325,9325,5627,603,603,0.81
2012,Sukhothai,PTT1,22268,21857,13942,626,638,1.94
2012,Sukhothai,SuphanBuri1,136583,134924,83022,608,615,11.92
2012,Phrae,NativeRice,7516,7404,3736,497,505,2.58
2012,Phrae,RD6,113858,113203,69523,611,614,39.05
2012,Phrae,RD15,1028,1028,696,677,677,0.35
2012,Phrae,KDML105,9021,8854,5681,630,642,3.09
2012,Phrae,PhotoperiodSensitiveRice,21098,20892,12918,612,618,7.24
2012,Phrae,NonPhotoperiodSensitiveRice,139076,138192,85842,617,621,47.69
2012,Nan,NativeRice,21113,21113,9202,436,436,8.38
2012,Nan,RD6,76488,75385,38798,507,515,30.38
2012,Nan,KDML105,3325,3284,1665,501,507,1.32
2012,Nan,PhotoperiodSensitiveRice,51819,51432,27123,523,527,20.58
2012,Nan,NonPhotoperiodSensitiveRice,99057,96245,53002,535,551,39.34
2012,Uttaradit,NativeRice,20921,20572,8754,418,426,3.29
2012,Uttaradit,RD6,42623,41259,23840,559,578,6.7
2012,Uttaradit,RD15,191,191,118,618,618,0.03
2012,Uttaradit,KDML105,58285,57606,32772,562,569,9.17
2012,Uttaradit,SuphanBuri60,19926,19926,11798,592,592,3.13
2012,Uttaradit,PhotoperiodSensitiveRice,910,910,504,554,554,0.14
2012,Uttaradit,NonPhotoperiodSensitiveRice,324923,321539,201933,621,628,51.09
2012,Uttaradit,ChaiNat1,12777,12777,7592,594,594,2.01
2012,Uttaradit,SupanburiAromaticRice,2301,2301,1487,646,646,0.36
2012,Uttaradit,PTT1,48125,48125,33574,698,698,7.57
2012,Uttaradit,SuphanBuri1,104989,103651,74741,712,721,16.51
2012,Phitsanulok,NativeRice,102242,101338,45775,448,452,6.86
2012,Phitsanulok,RD6,96628,94647,57878,599,612,6.49
2012,Phitsanulok,RD15,12623,12623,7156,567,567,0.85
2012,Phitsanulok,KDML105,219045,217228,126941,580,584,14.7
2012,Phitsanulok,SuphanBuri60,39742,39742,24580,618,618,2.67
2012,Phitsanulok,PhotoperiodSensitiveRice,44721,43481,24764,554,570,3
2012,Phitsanulok,NonPhotoperiodSensitiveRice,540165,536952,338672,627,631,36.26
2012,Phitsanulok,ChaiNat1,206602,205261,130027,629,633,13.87
2012,Phitsanulok,SupanburiAromaticRice,18244,18244,11080,607,607,1.22
2012,Phitsanulok,PTT1,30963,30963,21611,698,698,2.08
2012,Phitsanulok,SuphanBuri1,178718,177710,123921,693,697,12
2012,Phichit,NativeRice,202283,200411,104167,515,520,11.15
2012,Phichit,RD6,2907,2840,1621,558,571,0.16
2012,Phichit,KDML105,310650,307449,180468,581,587,17.12
2012,Phichit,SuphanBuri60,28447,28147,21405,752,760,1.57
2012,Phichit,PhotoperiodSensitiveRice,103675,103223,56529,545,548,5.71
2012,Phichit,NonPhotoperiodSensitiveRice,707395,701529,444391,628,633,39
2012,Phichit,ChaiNat1,151395,150177,86220,570,574,8.35
2012,Phichit,KhlongLuang1,2730,2730,2069,758,758,0.15
2012,Phichit,PTT1,44117,43249,30467,691,704,2.43
2012,Phichit,SuphanBuri1,260492,258196,179325,688,695,14.36
2012,Nakhon Sawan,NativeRice,205546,202968,93450,455,460,8.16
2012,Nakhon Sawan,RD6,6313,6131,3285,520,536,0.25
2012,Nakhon Sawan,KDML105,581424,577009,305424,525,529,23.09
2012,Nakhon Sawan,SuphanBuri60,36348,36348,22858,629,629,1.44
2012,Nakhon Sawan,PhotoperiodSensitiveRice,47911,44648,18893,394,423,1.9
2012,Nakhon Sawan,NonPhotoperiodSensitiveRice,509281,506953,287542,565,567,20.22
2012,Nakhon Sawan,ChaiNat1,659078,616067,367089,557,596,26.17
2012,Nakhon Sawan,SupanburiAromaticRice,1490,1490,1040,698,698,0.06
2012,Nakhon Sawan,PTT1,99292,98016,61399,618,626,3.94
2012,Nakhon Sawan,SuphanBuri1,371813,366851,244722,658,667,14.77
2012,Uthai Thani,NativeRice,10648,10648,4026,378,378,1.74
2012,Uthai Thani,RD6,1558,1487,758,487,510,0.26
2012,Uthai Thani,KDML105,22130,22130,12105,547,547,3.62
2012,Uthai Thani,SuphanBuri60,28443,28443,16787,590,590,4.65
2012,Uthai Thani,PhotoperiodSensitiveRice,2250,2250,1352,601,601,0.37
2012,Uthai Thani,NonPhotoperiodSensitiveRice,322773,320579,199160,617,621,52.81
2012,Uthai Thani,ChaiNat1,164752,163585,103616,629,633,26.95
2012,Uthai Thani,SupanburiAromaticRice,224,224,139,621,621,0.04
2012,Uthai Thani,PTT1,9957,9957,6803,683,683,1.63
2012,Uthai Thani,SuphanBuri1,48495,48495,33863,698,698,7.93
2012,Phetchabun,NativeRice,118367,116357,51908,439,446,10.2
2012,Phetchabun,RD6,62174,60405,36516,587,605,5.35
2012,Phetchabun,KDML105,306543,297784,138629,452,466,26.4
2012,Phetchabun,SuphanBuri60,16623,16623,11977,721,721,1.43
2012,Phetchabun,PhotoperiodSensitiveRice,42456,42456,23298,549,549,3.66
2012,Phetchabun,NonPhotoperiodSensitiveRice,406956,404589,254224,625,628,35.05
2012,Phetchabun,ChaiNat1,147622,142967,86414,585,604,12.72
2012,Phetchabun,PTT1,28338,28338,21088,744,744,2.44
2012,Phetchabun,SuphanBuri1,31876,31362,22892,718,730,2.75
2012,Loei,NativeRice,91138,88864,32193,353,362,20.99
2012,Loei,RD6,267407,262890,101520,380,386,61.59
2012,Loei,KDML105,4712,4481,1694,360,378,1.09
2012,Loei,PhotoperiodSensitiveRice,55338,54667,23455,424,429,12.74
2012,Loei,NonPhotoperiodSensitiveRice,13403,13403,5396,403,403,3.09
2012,Loei,KhlongLuang1,2174,2174,908,418,418,0.5
2012,Nong Bua Lam Phu,NativeRice,50429,35844,13859,275,387,5.73
2012,Nong Bua Lam Phu,RD6,595243,421620,152246,256,361,67.62
2012,Nong Bua Lam Phu,RD15,21965,14853,6183,281,416,2.5
2012,Nong Bua Lam Phu,KDML105,128565,85678,33826,263,395,14.6
2012,Nong Bua Lam Phu,PhotoperiodSensitiveRice,50480,38827,15513,307,400,5.73
2012,Nong Bua Lam Phu,NonPhotoperiodSensitiveRice,33641,24760,9902,294,400,3.82
2012,Udon Thani,NativeRice,102085,80882,30548,299,378,4.96
2012,Udon Thani,RD6,1489376,1209187,450302,302,372,72.32
2012,Udon Thani,RD15,148819,127200,45529,306,358,7.22
2012,Udon Thani,KDML105,209590,174273,63144,301,362,10.18
2012,Udon Thani,PhotoperiodSensitiveRice,45059,37492,14476,321,386,2.19
2012,Udon Thani,NonPhotoperiodSensitiveRice,64428,53432,19640,305,368,3.13
2012,Nong Khai,NativeRice,17642,17642,5808,329,329,3.1
2012,Nong Khai,RD6,404037,385105,144534,358,375,71.06
2012,Nong Khai,RD15,19092,18479,6670,349,361,3.36
2012,Nong Khai,KDML105,72106,65821,25040,347,380,12.68
2012,Nong Khai,PhotoperiodSensitiveRice,35439,33233,13100,370,394,6.23
2012,Nong Khai,NonPhotoperiodSensitiveRice,20286,18980,8103,399,427,3.57
2012,Bueng Kan,NativeRice,9988,8379,2672,268,319,1.8
2012,Bueng Kan,RD6,403411,331575,107572,267,324,72.64
2012,Bueng Kan,RD15,10893,9256,2840,261,307,1.96
2012,Bueng Kan,KDML105,91424,72521,22155,242,305,16.46
2012,Bueng Kan,PhotoperiodSensitiveRice,20786,19268,6240,300,324,3.74
2012,Bueng Kan,NonPhotoperiodSensitiveRice,18884,15603,5951,315,381,3.4
2012,Sakon Nakhon,NativeRice,57798,49049,15778,273,322,2.77
2012,Sakon Nakhon,RD6,1451277,1213351,440456,303,363,69.64
2012,Sakon Nakhon,RD15,116611,107298,37217,319,347,5.59
2012,Sakon Nakhon,KDML105,356499,309004,104870,294,339,17.11
2012,Sakon Nakhon,PhotoperiodSensitiveRice,41625,33241,12818,308,386,2
2012,Sakon Nakhon,NonPhotoperiodSensitiveRice,60188,48901,17444,290,357,2.89
2012,Nakhon Phanom,NativeRice,86279,84290,28135,326,334,6.33
2012,Nakhon Phanom,RD6,725773,712366,288482,397,405,53.22
2012,Nakhon Phanom,RD15,29969,29078,9819,328,338,2.2
2012,Nakhon Phanom,KDML105,393069,388049,135015,343,348,28.83
2012,Nakhon Phanom,SuphanBuri60,2875,2875,1341,466,466,0.21
2012,Nakhon Phanom,PhotoperiodSensitiveRice,61141,59292,28658,469,483,4.48
2012,Nakhon Phanom,NonPhotoperiodSensitiveRice,63199,61359,27924,442,455,4.63
2012,Nakhon Phanom,PTT1,1338,1338,635,475,475,0.1
2012,Mukdahan,NativeRice,54378,40270,13720,252,341,11.05
2012,Mukdahan,RD6,294310,222799,81179,276,364,59.81
2012,Mukdahan,RD15,7879,6424,2218,282,345,1.6
2012,Mukdahan,KDML105,77197,61880,20115,261,325,15.69
2012,Mukdahan,PhotoperiodSensitiveRice,26481,20696,7993,302,386,5.38
2012,Mukdahan,NonPhotoperiodSensitiveRice,31857,24668,9670,304,392,6.47
2012,Yasothon,NativeRice,43651,36238,13228,303,365,3.25
2012,Yasothon,RD6,604402,507762,181699,301,358,44.96
2012,Yasothon,RD15,7134,6097,2389,335,392,0.53
2012,Yasothon,KDML105,644788,520790,190847,296,366,47.97
2012,Yasothon,PhotoperiodSensitiveRice,34021,29110,10440,307,359,2.53
2012,Yasothon,NonPhotoperiodSensitiveRice,10233,8789,3321,325,378,0.76
2012,Amnat Charoen,NativeRice,27387,22254,8869,324,399,2.66
2012,Amnat Charoen,RD6,367907,298437,98312,267,329,35.72
2012,Amnat Charoen,RD15,10621,10621,3571,336,336,1.03
2012,Amnat Charoen,KDML105,618503,514869,164061,265,319,60.06
2012,Amnat Charoen,NonPhotoperiodSensitiveRice,5483,4724,1814,331,384,0.53
2012,Ubon Ratchathani,NativeRice,80583,76211,25089,311,329,1.87
2012,Ubon Ratchathani,RD6,1662292,1635036,564343,339,345,38.53
2012,Ubon Ratchathani,RD15,268193,256401,87225,325,340,6.22
2012,Ubon Ratchathani,KDML105,2216299,2110970,724686,327,343,51.36
2012,Ubon Ratchathani,PhotoperiodSensitiveRice,52776,51230,18400,349,359,1.22
2012,Ubon Ratchathani,NonPhotoperiodSensitiveRice,34688,33845,12358,356,365,0.8
2012,Si Sa Ket,NativeRice,105711,98886,36309,343,367,3.46
2012,Si Sa Ket,RD6,230489,220075,82532,358,375,7.55
2012,Si Sa Ket,RD15,80983,77933,28532,352,366,2.65
2012,Si Sa Ket,KDML105,2607935,2507809,919646,353,367,85.41
2012,Si Sa Ket,PhotoperiodSensitiveRice,7803,7803,3374,432,432,0.26
2012,Si Sa Ket,NonPhotoperiodSensitiveRice,20616,20616,8077,392,392,0.67
2012,Surin,NativeRice,23680,21300,7906,334,371,0.74
2012,Surin,RD6,11689,10681,3948,338,370,0.36
2012,Surin,RD15,370671,330921,124095,335,375,11.51
2012,Surin,KDML105,2810494,2520190,956783,340,380,87.31
2012,Surin,NonPhotoperiodSensitiveRice,2542,2542,933,367,367,0.08
2012,Buri Ram,NativeRice,87389,74573,29646,339,398,2.86
2012,Buri Ram,RD6,117484,102510,42117,358,411,3.84
2012,Buri Ram,RD15,64617,54759,20772,321,379,2.11
2012,Buri Ram,KDML105,2733073,2359447,883573,323,374,89.42
2012,Buri Ram,SuphanBuri60,1080,978,404,374,413,0.04
2012,Buri Ram,PhotoperiodSensitiveRice,41279,37005,16149,391,436,1.35
2012,Buri Ram,NonPhotoperiodSensitiveRice,6578,6578,2467,375,375,0.22
2012,Buri Ram,ChaiNat1,2139,2139,779,364,364,0.07
2012,Buri Ram,SupanburiAromaticRice,213,213,77,362,362,0.01
2012,Buri Ram,PTT1,2569,2569,991,386,386,0.08
2012,Maha Sarakham,NativeRice,36403,31185,11886,327,381,1.63
2012,Maha Sarakham,RD6,968089,805618,294174,304,365,43.46
2012,Maha Sarakham,RD15,45776,37679,14833,324,394,2.05
2012,Maha Sarakham,KDML105,1125252,900688,339108,301,376,50.51
2012,Maha Sarakham,PhotoperiodSensitiveRice,29184,25217,9359,321,371,1.31
2012,Maha Sarakham,NonPhotoperiodSensitiveRice,12931,11522,4241,328,368,0.58
2012,Maha Sarakham,ChaiNat1,9951,9951,3589,361,361,0.45
2012,Maha Sarakham,PTT1,163,163,62,380,380,0.01
2012,Roi Et,NativeRice,32703,25899,11751,359,454,1.05
2012,Roi Et,RD6,975174,757982,272481,279,359,31.43
2012,Roi Et,RD15,61081,47652,20207,331,424,1.97
2012,Roi Et,KDML105,2000460,1443942,541727,271,375,64.47
2012,Roi Et,SuphanBuri60,8571,8571,2721,317,317,0.28
2012,Roi Et,PhotoperiodSensitiveRice,14705,12003,4589,312,382,0.47
2012,Roi Et,NonPhotoperiodSensitiveRice,10064,8118,3654,363,450,0.32
2012,Roi Et,ChaiNat1,249,249,85,341,341,0.01
2012,Kalasin,NativeRice,31395,27046,10260,327,379,1.98
2012,Kalasin,RD6,1087697,887634,316284,291,356,68.66
2012,Kalasin,RD15,6496,5406,2022,311,374,0.41
2012,Kalasin,KDML105,410774,339102,123441,301,364,25.93
2012,Kalasin,SuphanBuri60,198,198,79,399,399,0.01
2012,Kalasin,PhotoperiodSensitiveRice,27660,23358,10607,383,454,1.75
2012,Kalasin,NonPhotoperiodSensitiveRice,16874,15833,5668,336,358,1.06
2012,Kalasin,ChaiNat1,3157,3157,1305,413,413,0.2
2012,Khon Kaen,NativeRice,51452,42688,15469,301,362,2
2012,Khon Kaen,RD6,1786320,1460621,484011,271,331,69.37
2012,Khon Kaen,RD15,15230,13338,4608,303,345,0.59
2012,Khon Kaen,KDML105,646166,522855,178030,276,340,25.09
2012,Khon Kaen,PhotoperiodSensitiveRice,39869,33497,12674,318,378,1.55
2012,Khon Kaen,NonPhotoperiodSensitiveRice,33436,31829,10562,316,332,1.3
2012,Khon Kaen,ChaiNat1,2474,2474,855,346,346,0.1
2012,Chaiyaphum,NativeRice,157524,140172,51682,328,369,9.2
2012,Chaiyaphum,RD6,622197,575473,224036,360,389,36.33
2012,Chaiyaphum,RD15,34483,31646,11966,347,378,2.01
2012,Chaiyaphum,KDML105,769289,690177,254203,330,368,44.92
2012,Chaiyaphum,PhotoperiodSensitiveRice,58229,53191,20833,358,392,3.4
2012,Chaiyaphum,NonPhotoperiodSensitiveRice,69424,65734,25392,366,386,4.06
2012,Chaiyaphum,PTT1,1303,1303,449,345,345,0.08
2012,Nakhon Ratchasima,NativeRice,221766,169403,61670,278,364,5.79
2012,Nakhon Ratchasima,RD6,150360,110050,42319,281,385,3.93
2012,Nakhon Ratchasima,RD15,15635,12578,4922,315,391,0.41
2012,Nakhon Ratchasima,KDML105,2955770,2287540,800685,271,350,77.19
2012,Nakhon Ratchasima,SuphanBuri60,28924,25506,10747,372,421,0.76
2012,Nakhon Ratchasima,PhotoperiodSensitiveRice,188153,150258,60390,321,402,4.91
2012,Nakhon Ratchasima,NonPhotoperiodSensitiveRice,91545,72396,29315,320,405,2.39
2012,Nakhon Ratchasima,ChaiNat1,109217,88623,35724,327,403,2.85
2012,Nakhon Ratchasima,SupanburiAromaticRice,2855,2855,993,348,348,0.07
2012,Nakhon Ratchasima,PTT1,24533,20346,9051,369,445,0.64
2012,Nakhon Ratchasima,SuphanBuri1,40481,33752,14574,360,432,1.06
2012,Saraburi,NativeRice,12718,12511,5487,431,439,3.14
2012,Saraburi,KDML105,15828,14813,8538,539,576,3.9
2012,Saraburi,SuphanBuri60,925,925,538,582,582,0.23
2012,Saraburi,PhotoperiodSensitiveRice,8125,8125,4986,614,614,2.01
2012,Saraburi,NonPhotoperiodSensitiveRice,146098,144473,86535,592,599,36.04
2012,Saraburi,ChaiNat1,20854,20630,12229,586,593,5.14
2012,Saraburi,PTT1,12710,12574,8033,632,639,3.13
2012,Saraburi,SuphanBuri1,188169,186084,127470,677,685,46.41
2012,Lop Buri,NativeRice,30128,27731,11945,396,431,4.08
2012,Lop Buri,KDML105,200299,195713,88331,441,451,27.11
2012,Lop Buri,SuphanBuri60,11772,11408,6424,546,563,1.59
2012,Lop Buri,PhotoperiodSensitiveRice,20888,20888,9842,471,471,2.83
2012,Lop Buri,NonPhotoperiodSensitiveRice,215909,209734,112376,520,536,29.23
2012,Lop Buri,ChaiNat1,60458,60458,34079,564,564,8.18
2012,Lop Buri,PTT1,96821,96821,68147,704,704,13.11
2012,Lop Buri,SuphanBuri1,102505,100402,72541,708,723,13.87
2012,Sing Buri,KDML105,384,384,233,607,607,0.12
2012,Sing Buri,NonPhotoperiodSensitiveRice,197380,195450,130806,663,669,62.27
2012,Sing Buri,SupanburiAromaticRice,7252,7252,4368,602,602,2.29
2012,Sing Buri,PTT1,40984,40984,33019,806,806,12.93
2012,Sing Buri,SuphanBuri1,70974,70522,51023,719,724,22.39
2012,Chai Nat,NativeRice,14798,14798,6413,433,433,1.88
2012,Chai Nat,KDML105,12400,12400,5488,443,443,1.57
2012,Chai Nat,SuphanBuri60,18179,18179,11892,654,654,2.31
2012,Chai Nat,PhotoperiodSensitiveRice,2853,2853,1750,613,613,0.36
2012,Chai Nat,NonPhotoperiodSensitiveRice,372960,370828,238297,639,643,47.35
2012,Chai Nat,ChaiNat1,16748,16748,12068,721,721,2.13
2012,Chai Nat,SupanburiAromaticRice,14883,14883,10246,688,688,1.89
2012,Chai Nat,PTT1,212024,211241,149880,707,710,26.92
2012,Chai Nat,SuphanBuri1,122748,122748,83342,679,679,15.59
2012,Suphan Buri,NativeRice,4222,4222,2085,494,494,0.35
2012,Suphan Buri,KDML105,56239,56239,24699,439,439,4.64
2012,Suphan Buri,SuphanBuri60,5842,5842,4421,757,757,0.48
2012,Suphan Buri,NonPhotoperiodSensitiveRice,936875,921106,654421,699,710,77.29
2012,Suphan Buri,ChaiNat1,5647,5647,3591,636,636,0.47
2012,Suphan Buri,PTT1,99822,99822,75100,752,752,8.23
2012,Suphan Buri,SuphanBuri1,103526,103526,76964,743,743,8.54
2012,Ang Thong,NativeRice,12241,12241,6073,496,496,3.54
2012,Ang Thong,KDML105,1336,1336,578,433,433,0.39
2012,Ang Thong,SuphanBuri60,8447,8447,5731,678,678,2.44
2012,Ang Thong,PhotoperiodSensitiveRice,13813,13813,6358,460,460,4
2012,Ang Thong,NonPhotoperiodSensitiveRice,186315,186186,122613,658,659,53.91
2012,Ang Thong,ChaiNat1,17368,17368,11058,637,637,5.03
2012,Ang Thong,PTT1,92045,91688,67310,731,734,26.63
2012,Ang Thong,SuphanBuri1,14041,14041,11033,786,786,4.06
2012,Ayutthaya,NativeRice,75055,71659,33385,445,466,7.82
2012,Ayutthaya,KDML105,773,773,328,424,424,0.08
2012,Ayutthaya,SuphanBuri60,32761,32761,21736,663,663,3.41
2012,Ayutthaya,PhotoperiodSensitiveRice,24663,24663,12977,526,526,2.57
2012,Ayutthaya,NonPhotoperiodSensitiveRice,546371,535978,352750,646,658,56.93
2012,Ayutthaya,ChaiNat1,30446,29857,20427,671,684,3.17
2012,Ayutthaya,KhlongLuang1,355,355,179,504,504,0.04
2012,Ayutthaya,PTT1,30170,30170,21823,723,723,3.14
2012,Ayutthaya,SuphanBuri1,219164,215432,153163,699,711,22.84
2012,Nonthaburi,NonPhotoperiodSensitiveRice,100645,99675,71785,713,720,84.35
2012,Nonthaburi,PTT1,5959,5959,4374,734,734,4.99
2012,Nonthaburi,SuphanBuri1,12720,12576,9410,740,748,10.66
2012,Bangkok Metropolis,NonPhotoperiodSensitiveRice,81041,80421,54218,669,674,71.53
2012,Bangkok Metropolis,PTT1,9982,9982,6410,642,642,8.81
2012,Bangkok Metropolis,SuphanBuri1,22279,22117,15734,706,711,19.66
2012,Pathum Thani,SuphanBuri60,2020,2020,1420,703,703,0.6
2012,Pathum Thani,PhotoperiodSensitiveRice,4124,4124,2503,607,607,1.22
2012,Pathum Thani,NonPhotoperiodSensitiveRice,290539,289709,215068,740,742,85.88
2012,Pathum Thani,ChaiNat1,1020,1020,914,896,896,0.3
2012,Pathum Thani,SupanburiAromaticRice,2792,2792,2421,867,867,0.82
2012,Pathum Thani,PTT1,20493,20493,15453,754,754,6.06
2012,Pathum Thani,SuphanBuri1,17318,17318,12746,736,736,5.12
2012,Nakhon Nayok,NativeRice,29518,29251,14516,492,496,6.45
2012,Nakhon Nayok,KDML105,30121,29603,13643,453,461,6.58
2012,Nakhon Nayok,SuphanBuri60,11227,10732,6953,619,648,2.45
2012,Nakhon Nayok,PhotoperiodSensitiveRice,128325,126574,59240,462,468,28.02
2012,Nakhon Nayok,NonPhotoperiodSensitiveRice,226574,224530,144300,637,643,49.47
2012,Nakhon Nayok,ChaiNat1,15467,15467,8394,543,543,3.38
2012,Nakhon Nayok,PTT1,8675,8562,5454,629,637,1.89
2012,Nakhon Nayok,SuphanBuri1,8072,7766,5242,649,675,1.76
2012,Prachin Buri,NativeRice,32119,26532,8471,264,319,6.96
2012,Prachin Buri,RD6,1122,1018,416,371,409,0.24
2012,Prachin Buri,KDML105,102934,83981,26603,258,317,22.3
2012,Prachin Buri,SuphanBuri60,32035,30776,16360,511,532,6.94
2012,Prachin Buri,PhotoperiodSensitiveRice,145629,122266,43598,299,357,31.55
2012,Prachin Buri,NonPhotoperiodSensitiveRice,115380,106835,58143,504,544,25
2012,Prachin Buri,ChaiNat1,1214,1214,501,413,413,0.26
2012,Prachin Buri,PTT1,6362,6362,2830,445,445,1.38
2012,Prachin Buri,SuphanBuri1,24779,24779,12521,505,505,5.37
2012,Chachoengsao,NativeRice,9427,9427,3233,343,343,1.27
2012,Chachoengsao,RD6,3779,3753,2282,604,608,0.51
2012,Chachoengsao,KDML105,88164,84407,26312,298,312,11.9
2012,Chachoengsao,SuphanBuri60,79784,79784,56741,711,711,10.77
2012,Chachoengsao,PhotoperiodSensitiveRice,12366,12026,6031,488,501,1.67
2012,Chachoengsao,NonPhotoperiodSensitiveRice,421707,412070,281737,668,684,56.94
2012,Chachoengsao,ChaiNat1,8510,8510,4767,560,560,1.15
2012,Chachoengsao,PTT1,45002,43990,27571,613,627,6.08
2012,Chachoengsao,SuphanBuri1,71907,70561,50175,698,711,9.71
2012,Sa Kaeo,NativeRice,25199,22627,7652,304,338,3.11
2012,Sa Kaeo,RD6,25039,22742,7044,281,310,3.09
2012,Sa Kaeo,RD15,2927,2553,874,299,342,0.36
2012,Sa Kaeo,KDML105,595937,525373,158328,266,301,73.63
2012,Sa Kaeo,PhotoperiodSensitiveRice,111835,101328,35183,315,347,13.82
