year,province,variety,plantingarea,harvestedarea,production,YieldPA,YieldHA,portionplant
2020,Phatthalung,ChaiNat1,5278,5214,2408,456,462,3.58
2020,Phatthalung,SupanburiAromaticRice,0,0,0,0,0,0
2020,Phatthalung,PTT1,13838,13604,8088,584,595,9.4
2020,Phatthalung,SuphanBuri1,0,0,0,0,0,0
2020,Songkhla,NativeRice,25415,24149,9213,363,382,13.93
2020,Songkhla,RD6,0,0,0,0,0,0
2020,Songkhla,RD15,0,0,0,0,0,0
2020,Songkhla,KDML105,1648,1634,641,389,392,0.9
2020,Songkhla,SuphanBuri60,0,0,0,0,0,0
2020,Songkhla,PhotoperiodSensitiveRice,23930,22853,9533,398,417,13.12
2020,Songkhla,NonPhotoperiodSensitiveRice,90601,86066,44715,494,520,49.68
2020,Songkhla,ChaiNat1,3443,3373,1845,536,547,1.89
2020,Songkhla,SupanburiAromaticRice,0,0,0,0,0,0
2020,Songkhla,PTT1,37346,35564,20778,556,584,20.48
2020,Songkhla,SuphanBuri1,0,0,0,0,0,0
2020,Satun,NativeRice,12186,12186,5162,424,424,63.94
2020,Satun,RD6,0,0,0,0,0,0
2020,Satun,RD15,0,0,0,0,0,0
2020,Satun,KDML105,0,0,0,0,0,0
2020,Satun,SuphanBuri60,0,0,0,0,0,0
2020,Satun,PhotoperiodSensitiveRice,0,0,0,0,0,0
2020,Satun,NonPhotoperiodSensitiveRice,5566,5566,1740,313,313,29.2
2020,Satun,ChaiNat1,0,0,0,0,0,0
2020,Satun,SupanburiAromaticRice,0,0,0,0,0,0
2020,Satun,PTT1,1307,1307,623,477,477,6.86
2020,Satun,SuphanBuri1,0,0,0,0,0,0
2020,Pattani,NativeRice,51606,51587,23240,450,451,67.63
2020,Pattani,RD6,0,0,0,0,0,0
2020,Pattani,RD15,0,0,0,0,0,0
2020,Pattani,KDML105,0,0,0,0,0,0
2020,Pattani,SuphanBuri60,0,0,0,0,0,0
2020,Pattani,PhotoperiodSensitiveRice,8840,8837,3168,358,358,11.59
2020,Pattani,NonPhotoperiodSensitiveRice,15855,15851,6157,388,388,20.78
2020,Pattani,ChaiNat1,0,0,0,0,0,0
2020,Pattani,SupanburiAromaticRice,0,0,0,0,0,0
2020,Pattani,PTT1,0,0,0,0,0,0
2020,Pattani,SuphanBuri1,0,0,0,0,0,0
2020,Yala,NativeRice,17432,17432,5694,327,327,74.25
2020,Yala,RD6,0,0,0,0,0,0
2020,Yala,RD15,0,0,0,0,0,0
2020,Yala,KDML105,0,0,0,0,0,0
2020,Yala,SuphanBuri60,0,0,0,0,0,0
2020,Yala,PhotoperiodSensitiveRice,1161,1161,442,381,381,4.95
2020,Yala,NonPhotoperiodSensitiveRice,4884,4884,1835,376,376,20.8
2020,Yala,ChaiNat1,0,0,0,0,0,0
2020,Yala,SupanburiAromaticRice,0,0,0,0,0,0
2020,Yala,PTT1,0,0,0,0,0,0
2020,Yala,SuphanBuri1,0,0,0,0,0,0
2020,Narathiwat,NativeRice,21179,21179,9184,434,434,60.69
2020,Narathiwat,RD6,0,0,0,0,0,0
2020,Narathiwat,RD15,0,0,0,0,0,0
2020,Narathiwat,KDML105,0,0,0,0,0,0
2020,Narathiwat,SuphanBuri60,0,0,0,0,0,0
2020,Narathiwat,PhotoperiodSensitiveRice,3166,3166,1164,368,368,9.07
2020,Narathiwat,NonPhotoperiodSensitiveRice,10552,10552,4578,434,434,30.24
2020,Narathiwat,ChaiNat1,0,0,0,0,0,0
2020,Narathiwat,SupanburiAromaticRice,0,0,0,0,0,0
2020,Narathiwat,PTT1,0,0,0,0,0,0
2020,Narathiwat,SuphanBuri1,0,0,0,0,0,0
2021,Chiang Rai,NativeRice,66935,66735,25698,384,385,5.12
2021,Chiang Rai,RD6,586561,584331,306886,523,525,44.86
2021,Chiang Rai,RD15,131239,130783,63512,484,486,10.04
2021,Chiang Rai,KDML105,160064,159638,77795,486,487,12.24
2021,Chiang Rai,SuphanBuri60,2993,2985,1547,517,518,0.23
2021,Chiang Rai,PhotoperiodSensitiveRice,119437,119276,82670,692,693,9.14
2021,Chiang Rai,NonPhotoperiodSensitiveRice,187518,187037,122273,652,654,14.34
2021,Chiang Rai,ChaiNat1,65,65,28,431,431,0.005
2021,Chiang Rai,SupanburiAromaticRice,0,0,0,0,0,0
2021,Chiang Rai,PTT1,49565,49461,35489,716,718,3.79
2021,Chiang Rai,SuphanBuri1,3037,3024,1696,558,561,0.23
2021,Phayao,NativeRice,7764,7728,3442,443,445,1.21
2021,Phayao,RD6,198016,197410,91977,464,466,30.9
2021,Phayao,RD15,88055,87803,42221,479,481,13.74
2021,Phayao,KDML105,284162,283080,127749,450,451,44.34
2021,Phayao,SuphanBuri60,0,0,0,0,0,0
2021,Phayao,PhotoperiodSensitiveRice,26165,26038,16217,620,623,4.08
2021,Phayao,NonPhotoperiodSensitiveRice,35211,35095,22630,643,645,5.49
2021,Phayao,ChaiNat1,0,0,0,0,0,0
2021,Phayao,SupanburiAromaticRice,0,0,0,0,0,0
2021,Phayao,PTT1,1513,1499,770,509,514,0.24
2021,Phayao,SuphanBuri1,0,0,0,0,0,0
2021,Lampang,NativeRice,4320,4314,1482,343,344,0.95
2021,Lampang,RD6,200578,200254,109973,548,549,44.64
2021,Lampang,RD15,224,224,88,393,393,0.05
2021,Lampang,KDML105,53289,53128,26460,497,498,11.86
2021,Lampang,SuphanBuri60,0,0,0,0,0,0
2021,Lampang,PhotoperiodSensitiveRice,51215,51185,24176,472,472,11.4
2021,Lampang,NonPhotoperiodSensitiveRice,138555,138000,72327,522,524,30.84
2021,Lampang,ChaiNat1,0,0,0,0,0,0
2021,Lampang,SupanburiAromaticRice,0,0,0,0,0,0
2021,Lampang,PTT1,1161,1161,623,537,537,0.26
2021,Lampang,SuphanBuri1,0,0,0,0,0,0
2021,Lamphun,NativeRice,1308,1306,565,432,433,1.3
2021,Lamphun,RD6,24795,24781,15044,607,607,24.63
2021,Lamphun,RD15,115,115,59,513,513,0.11
2021,Lamphun,KDML105,4288,4288,2395,559,559,4.26
2021,Lamphun,SuphanBuri60,0,0,0,0,0,0
2021,Lamphun,PhotoperiodSensitiveRice,21451,21449,13272,619,619,21.31
2021,Lamphun,NonPhotoperiodSensitiveRice,48565,48559,30939,637,637,48.24
2021,Lamphun,ChaiNat1,0,0,0,0,0,0
2021,Lamphun,SupanburiAromaticRice,0,0,0,0,0,0
2021,Lamphun,PTT1,152,152,86,566,566,0.15
2021,Lamphun,SuphanBuri1,0,0,0,0,0,0
2021,Chiang Mai,NativeRice,160685,160066,66700,415,417,29.03
2021,Chiang Mai,RD6,23918,23809,14462,605,607,4.32
2021,Chiang Mai,RD15,144,144,70,486,486,0.03
2021,Chiang Mai,KDML105,28234,28234,15263,541,541,5.1
2021,Chiang Mai,SuphanBuri60,0,0,0,0,0,0
2021,Chiang Mai,PhotoperiodSensitiveRice,97571,97519,63255,648,649,17.63
2021,Chiang Mai,NonPhotoperiodSensitiveRice,241170,240869,166283,689,690,43.58
2021,Chiang Mai,ChaiNat1,0,0,0,0,0,0
2021,Chiang Mai,SupanburiAromaticRice,0,0,0,0,0,0
2021,Chiang Mai,PTT1,1541,1541,1001,650,650,0.28
2021,Chiang Mai,SuphanBuri1,191,191,101,529,529,0.03
2021,Mae Hong Son,NativeRice,97893,97792,33694,344,345,44.5
2021,Mae Hong Son,RD6,2705,2701,1455,538,539,1.23
2021,Mae Hong Son,RD15,0,0,0,0,0,0
2021,Mae Hong Son,KDML105,39579,39548,18244,461,461,18
2021,Mae Hong Son,SuphanBuri60,0,0,0,0,0,0
2021,Mae Hong Son,PhotoperiodSensitiveRice,6308,6306,2742,435,435,2.87
2021,Mae Hong Son,NonPhotoperiodSensitiveRice,73453,73381,37227,507,507,33.4
2021,Mae Hong Son,ChaiNat1,0,0,0,0,0,0
2021,Mae Hong Son,SupanburiAromaticRice,0,0,0,0,0,0
2021,Mae Hong Son,PTT1,0,0,0,0,0,0
2021,Mae Hong Son,SuphanBuri1,0,0,0,0,0,0
2021,Tak,NativeRice,138807,135856,44424,320,327,36.92
2021,Tak,RD6,15620,15597,6943,444,445,4.16
2021,Tak,RD15,0,0,0,0,0,0
2021,Tak,KDML105,124651,120749,50151,402,415,33.17
2021,Tak,SuphanBuri60,0,0,0,0,0,0
2021,Tak,PhotoperiodSensitiveRice,10008,9972,3919,392,393,2.66
2021,Tak,NonPhotoperiodSensitiveRice,66520,65065,33765,508,519,17.7
2021,Tak,ChaiNat1,9005,8897,4784,531,538,2.4
2021,Tak,SupanburiAromaticRice,0,0,0,0,0,0
2021,Tak,PTT1,8175,8123,4443,543,547,2.18
2021,Tak,SuphanBuri1,3041,3023,1734,570,574,0.81
2021,Kamphaeng Phet,NativeRice,2070,2054,755,365,368,0.17
2021,Kamphaeng Phet,RD6,4657,4627,2250,483,486,0.37
2021,Kamphaeng Phet,RD15,277,277,117,422,422,0.02
2021,Kamphaeng Phet,KDML105,106563,105793,48940,459,463,8.56
2021,Kamphaeng Phet,SuphanBuri60,1280,1271,723,565,569,0.1
2021,Kamphaeng Phet,PhotoperiodSensitiveRice,10266,10224,5215,508,510,0.82
2021,Kamphaeng Phet,NonPhotoperiodSensitiveRice,1089340,1082781,662301,608,612,87.46
2021,Kamphaeng Phet,ChaiNat1,1422,1412,697,490,494,0.11
2021,Kamphaeng Phet,SupanburiAromaticRice,235,235,115,489,489,0.02
2021,Kamphaeng Phet,PTT1,22290,22219,13584,609,611,1.79
2021,Kamphaeng Phet,SuphanBuri1,7186,7124,4131,575,580,0.58
2021,Sukhothai,NativeRice,9066,9066,3120,344,344,0.78
2021,Sukhothai,RD6,6273,6023,2338,373,388,0.53
2021,Sukhothai,RD15,1279,1203,497,389,413,0.11
2021,Sukhothai,KDML105,184052,179636,77678,422,432,15.69
2021,Sukhothai,SuphanBuri60,26386,25827,13019,493,504,2.25
2021,Sukhothai,PhotoperiodSensitiveRice,7669,7615,3098,404,407,0.65
2021,Sukhothai,NonPhotoperiodSensitiveRice,867120,797085,474271,547,595,73.94
2021,Sukhothai,ChaiNat1,12281,11881,7136,581,601,1.05
2021,Sukhothai,SupanburiAromaticRice,800,800,329,411,411,0.07
2021,Sukhothai,PTT1,47165,46163,29393,623,637,4.02
2021,Sukhothai,SuphanBuri1,10709,10450,6555,612,627,0.91
2021,Phrae,NativeRice,919,919,313,341,341,0.3
2021,Phrae,RD6,46024,45872,28373,616,619,15.3
2021,Phrae,RD15,557,557,281,504,504,0.19
2021,Phrae,KDML105,20513,20457,10797,526,528,6.82
2021,Phrae,SuphanBuri60,0,0,0,0,0,0
2021,Phrae,PhotoperiodSensitiveRice,63700,63678,32688,513,513,21.17
2021,Phrae,NonPhotoperiodSensitiveRice,169130,168216,101295,599,602,56.22
2021,Phrae,ChaiNat1,0,0,0,0,0,0
2021,Phrae,SupanburiAromaticRice,0,0,0,0,0,0
2021,Phrae,PTT1,0,0,0,0,0,0
2021,Phrae,SuphanBuri1,0,0,0,0,0,0
2021,Nan,NativeRice,90289,89972,31347,347,348,26.84
2021,Nan,RD6,65568,65226,32883,502,504,19.49
2021,Nan,RD15,0,0,0,0,0,0
2021,Nan,KDML105,8424,8400,4187,497,498,2.5
2021,Nan,SuphanBuri60,0,0,0,0,0,0
2021,Nan,PhotoperiodSensitiveRice,42988,42858,24623,573,575,12.78
2021,Nan,NonPhotoperiodSensitiveRice,129161,128479,80004,619,623,38.39
2021,Nan,ChaiNat1,0,0,0,0,0,0
2021,Nan,SupanburiAromaticRice,0,0,0,0,0,0
2021,Nan,PTT1,0,0,0,0,0,0
2021,Nan,SuphanBuri1,0,0,0,0,0,0
2021,Uttaradit,NativeRice,13795,13647,5252,381,385,2.24
2021,Uttaradit,RD6,24509,24176,11995,489,496,3.95
2021,Uttaradit,RD15,0,0,0,0,0,0
2021,Uttaradit,KDML105,47483,47099,23923,504,508,7.65
2021,Uttaradit,SuphanBuri60,910,888,542,596,610,0.15
2021,Uttaradit,PhotoperiodSensitiveRice,13148,13058,8135,619,623,2.12
2021,Uttaradit,NonPhotoperiodSensitiveRice,331564,327363,203228,613,621,53.45
2021,Uttaradit,ChaiNat1,3002,2992,1959,653,655,0.48
2021,Uttaradit,SupanburiAromaticRice,2997,2984,1873,625,628,0.48
2021,Uttaradit,PTT1,162545,162055,105689,650,652,26.2
2021,Uttaradit,SuphanBuri1,20342,20028,13068,642,652,3.28
2021,Phitsanulok,NativeRice,16215,15989,6258,386,391,1.09
2021,Phitsanulok,RD6,69700,68765,34433,494,501,4.67
2021,Phitsanulok,RD15,4768,4735,2348,492,496,0.32
2021,Phitsanulok,KDML105,276112,270173,129093,468,478,18.51
2021,Phitsanulok,SuphanBuri60,21438,21347,11619,542,544,1.44
2021,Phitsanulok,PhotoperiodSensitiveRice,84588,82837,38010,449,459,5.67
2021,Phitsanulok,NonPhotoperiodSensitiveRice,952578,934160,590447,620,632,63.86
2021,Phitsanulok,ChaiNat1,11743,11438,7341,625,642,0.79
2021,Phitsanulok,SupanburiAromaticRice,0,0,0,0,0,0
2021,Phitsanulok,PTT1,39128,38368,25067,641,653,2.62
2021,Phitsanulok,SuphanBuri1,15293,14896,10280,672,690,1.03
2021,Phichit,NativeRice,6752,6593,3124,463,474,0.36
2021,Phichit,RD6,0,0,0,0,0,0
2021,Phichit,RD15,16431,15823,8273,503,523,0.91
2021,Phichit,KDML105,565783,540980,256702,454,475,31.36
2021,Phichit,SuphanBuri60,8394,8320,5474,652,658,0.47
2021,Phichit,PhotoperiodSensitiveRice,136282,131624,77791,571,591,7.55
2021,Phichit,NonPhotoperiodSensitiveRice,1020151,981668,641157,628,653,56.54
2021,Phichit,ChaiNat1,4674,4505,2685,574,596,0.26
2021,Phichit,SupanburiAromaticRice,1260,1230,831,660,676,0.07
2021,Phichit,PTT1,20301,19954,12749,628,639,1.13
2021,Phichit,SuphanBuri1,24282,23507,14884,613,633,1.35
2021,Nakhon Sawan,NativeRice,4857,4360,1946,401,446,0.19
2021,Nakhon Sawan,RD6,3977,3851,1676,421,435,0.15
2021,Nakhon Sawan,RD15,0,0,0,0,0,0
2021,Nakhon Sawan,KDML105,770996,641731,332239,431,518,29.43
2021,Nakhon Sawan,SuphanBuri60,4085,3816,1694,415,444,0.16
2021,Nakhon Sawan,PhotoperiodSensitiveRice,13144,12752,5409,412,424,0.5
2021,Nakhon Sawan,NonPhotoperiodSensitiveRice,1738984,1471573,884825,509,601,66.38
2021,Nakhon Sawan,ChaiNat1,9224,7674,4619,501,602,0.35
2021,Nakhon Sawan,SupanburiAromaticRice,6584,6235,3209,487,515,0.25
2021,Nakhon Sawan,PTT1,58918,55121,34259,581,622,2.25
2021,Nakhon Sawan,SuphanBuri1,9031,7355,4759,527,647,0.34
2021,Uthai Thani,NativeRice,3765,3692,1258,334,341,0.64
2021,Uthai Thani,RD6,860,848,276,321,325,0.14
2021,Uthai Thani,RD15,0,0,0,0,0,0
2021,Uthai Thani,KDML105,23262,21366,10388,447,486,3.91
2021,Uthai Thani,SuphanBuri60,545,509,317,582,623,0.09
2021,Uthai Thani,PhotoperiodSensitiveRice,1737,1659,875,504,527,0.29
2021,Uthai Thani,NonPhotoperiodSensitiveRice,519170,481225,303783,585,631,87.26
2021,Uthai Thani,ChaiNat1,4514,4300,2962,656,689,0.76
2021,Uthai Thani,SupanburiAromaticRice,288,288,125,434,434,0.05
2021,Uthai Thani,PTT1,39528,36946,23882,604,646,6.64
2021,Uthai Thani,SuphanBuri1,1284,1233,786,612,637,0.22
2021,Phetchabun,NativeRice,30388,29844,10082,332,338,2.44
2021,Phetchabun,RD6,56697,55880,28658,505,513,4.57
2021,Phetchabun,RD15,0,0,0,0,0,0
2021,Phetchabun,KDML105,257515,253636,108821,423,429,20.73
2021,Phetchabun,SuphanBuri60,1216,1216,636,523,523,0.1
2021,Phetchabun,PhotoperiodSensitiveRice,121063,119144,61903,511,520,9.75
2021,Phetchabun,NonPhotoperiodSensitiveRice,730908,705679,417795,572,592,58.86
2021,Phetchabun,ChaiNat1,19233,18161,12426,646,684,1.55
2021,Phetchabun,SupanburiAromaticRice,0,0,0,0,0,0
2021,Phetchabun,PTT1,20123,19902,12447,619,625,1.62
2021,Phetchabun,SuphanBuri1,4709,4652,3006,638,646,0.38
2021,Loei,NativeRice,37344,37102,11501,308,310,8.56
2021,Loei,RD6,324344,320068,114776,354,359,74.31
2021,Loei,RD15,0,0,0,0,0,0
2021,Loei,KDML105,10208,10123,3315,325,327,2.34
2021,Loei,SuphanBuri60,0,0,0,0,0,0
2021,Loei,PhotoperiodSensitiveRice,34351,33982,13323,388,392,7.87
2021,Loei,NonPhotoperiodSensitiveRice,30212,29949,12592,417,420,6.92
2021,Loei,ChaiNat1,0,0,0,0,0,0
2021,Loei,SupanburiAromaticRice,0,0,0,0,0,0
2021,Loei,PTT1,0,0,0,0,0,0
2021,Loei,SuphanBuri1,0,0,0,0,0,0
2021,Nong Bua Lam Phu,NativeRice,4078,4054,1376,337,339,0.56
2021,Nong Bua Lam Phu,RD6,556473,550582,198555,357,361,76.14
2021,Nong Bua Lam Phu,RD15,5424,5371,1872,345,349,0.74
2021,Nong Bua Lam Phu,KDML105,149169,148235,51772,347,349,20.41
2021,Nong Bua Lam Phu,SuphanBuri60,0,0,0,0,0,0
2021,Nong Bua Lam Phu,PhotoperiodSensitiveRice,7301,7269,3986,546,548,1
2021,Nong Bua Lam Phu,NonPhotoperiodSensitiveRice,7565,7488,3531,467,472,1.04
2021,Nong Bua Lam Phu,ChaiNat1,834,834,332,398,398,0.11
2021,Nong Bua Lam Phu,SupanburiAromaticRice,0,0,0,0,0,0
2021,Nong Bua Lam Phu,PTT1,0,0,0,0,0,0
2021,Nong Bua Lam Phu,SuphanBuri1,0,0,0,0,0,0
2021,Udon Thani,NativeRice,8013,7887,3346,418,424,0.39
2021,Udon Thani,RD6,1604669,1577741,576942,360,366,77.56
2021,Udon Thani,RD15,61530,60657,22259,362,367,2.97
2021,Udon Thani,KDML105,353266,348850,128620,364,369,17.07
2021,Udon Thani,SuphanBuri60,0,0,0,0,0,0
2021,Udon Thani,PhotoperiodSensitiveRice,27478,26994,12172,443,451,1.33
2021,Udon Thani,NonPhotoperiodSensitiveRice,10106,10015,4590,454,458,0.49
2021,Udon Thani,ChaiNat1,0,0,0,0,0,0
2021,Udon Thani,SupanburiAromaticRice,0,0,0,0,0,0
2021,Udon Thani,PTT1,3878,3878,1721,444,444,0.19
2021,Udon Thani,SuphanBuri1,0,0,0,0,0,0
2021,Nong Khai,NativeRice,4046,4032,1537,380,381,0.67
2021,Nong Khai,RD6,424054,421586,154974,365,368,70.01
2021,Nong Khai,RD15,19252,19154,7633,396,399,3.18
2021,Nong Khai,KDML105,117332,116923,42027,358,359,19.37
2021,Nong Khai,SuphanBuri60,0,0,0,0,0,0
2021,Nong Khai,PhotoperiodSensitiveRice,29391,29186,11339,386,389,4.85
2021,Nong Khai,NonPhotoperiodSensitiveRice,11640,11554,5055,434,438,1.92
2021,Nong Khai,ChaiNat1,0,0,0,0,0,0
2021,Nong Khai,SupanburiAromaticRice,0,0,0,0,0,0
2021,Nong Khai,PTT1,0,0,0,0,0,0
2021,Nong Khai,SuphanBuri1,0,0,0,0,0,0
2021,Bueng Kan,NativeRice,500,500,160,320,320,0.1
2021,Bueng Kan,RD6,397290,394620,126725,319,321,81.35
2021,Bueng Kan,RD15,5586,5554,1934,346,348,1.14
2021,Bueng Kan,KDML105,69328,68879,21599,312,314,14.2
2021,Bueng Kan,SuphanBuri60,0,0,0,0,0,0
2021,Bueng Kan,PhotoperiodSensitiveRice,13180,13126,5017,381,382,2.7
2021,Bueng Kan,NonPhotoperiodSensitiveRice,2486,2473,1041,419,421,0.51
2021,Bueng Kan,ChaiNat1,0,0,0,0,0,0
2021,Bueng Kan,SupanburiAromaticRice,0,0,0,0,0,0
2021,Bueng Kan,PTT1,0,0,0,0,0,0
2021,Bueng Kan,SuphanBuri1,0,0,0,0,0,0
2021,Sakon Nakhon,NativeRice,5128,5083,1731,338,341,0.23
2021,Sakon Nakhon,RD6,1579786,1569405,545765,345,348,72.26
2021,Sakon Nakhon,RD15,91742,90908,32601,355,359,4.2
2021,Sakon Nakhon,KDML105,468426,465319,159333,340,342,21.43
2021,Sakon Nakhon,SuphanBuri60,1398,1388,501,358,361,0.06
2021,Sakon Nakhon,PhotoperiodSensitiveRice,23149,22968,8743,378,381,1.06
2021,Sakon Nakhon,NonPhotoperiodSensitiveRice,16617,16467,6364,383,386,0.76
2021,Sakon Nakhon,ChaiNat1,0,0,0,0,0,0
2021,Sakon Nakhon,SupanburiAromaticRice,0,0,0,0,0,0
2021,Sakon Nakhon,PTT1,0,0,0,0,0,0
2021,Sakon Nakhon,SuphanBuri1,0,0,0,0,0,0
2021,Nakhon Phanom,NativeRice,19553,19313,6647,340,344,1.32
2021,Nakhon Phanom,RD6,726483,723620,266258,367,368,49.09
2021,Nakhon Phanom,RD15,61766,61377,20062,325,327,4.17
2021,Nakhon Phanom,KDML105,615891,613318,208960,339,341,41.62
2021,Nakhon Phanom,SuphanBuri60,0,0,0,0,0,0
2021,Nakhon Phanom,PhotoperiodSensitiveRice,13571,13340,5494,405,412,0.92
2021,Nakhon Phanom,NonPhotoperiodSensitiveRice,41532,41234,16440,396,399,2.81
2021,Nakhon Phanom,ChaiNat1,0,0,0,0,0,0
2021,Nakhon Phanom,SupanburiAromaticRice,0,0,0,0,0,0
2021,Nakhon Phanom,PTT1,993,987,513,517,520,0.07
2021,Nakhon Phanom,SuphanBuri1,0,0,0,0,0,0
2021,Mukdahan,NativeRice,1565,1556,655,419,421,0.33
2021,Mukdahan,RD6,328136,324790,128663,392,396,70.93
2021,Mukdahan,RD15,1288,1278,550,427,430,0.28
2021,Mukdahan,KDML105,114216,112525,48163,422,428,24.69
2021,Mukdahan,SuphanBuri60,0,0,0,0,0,0
2021,Mukdahan,PhotoperiodSensitiveRice,14449,14391,5663,392,394,3.12
2021,Mukdahan,NonPhotoperiodSensitiveRice,1192,1184,606,508,512,0.26
2021,Mukdahan,ChaiNat1,49,49,23,469,469,0.01
2021,Mukdahan,SupanburiAromaticRice,0,0,0,0,0,0
2021,Mukdahan,PTT1,1744,1744,817,468,468,0.38
2021,Mukdahan,SuphanBuri1,0,0,0,0,0,0
2021,Yasothon,NativeRice,2262,2224,750,332,337,0.17
2021,Yasothon,RD6,375436,352121,132033,352,375,27.45
2021,Yasothon,RD15,22725,21370,7919,348,371,1.66
2021,Yasothon,KDML105,910147,863414,321011,353,372,66.55
2021,Yasothon,SuphanBuri60,0,0,0,0,0,0
2021,Yasothon,PhotoperiodSensitiveRice,20887,20617,7307,350,354,1.53
2021,Yasothon,NonPhotoperiodSensitiveRice,35125,33802,13485,384,399,2.57
2021,Yasothon,ChaiNat1,946,936,399,422,426,0.07
2021,Yasothon,SupanburiAromaticRice,0,0,0,0,0,0
2021,Yasothon,PTT1,0,0,0,0,0,0
2021,Yasothon,SuphanBuri1,0,0,0,0,0,0
2021,Amnat Charoen,NativeRice,10445,10190,3880,371,381,0.97
2021,Amnat Charoen,RD6,331891,329572,120520,363,366,30.89
2021,Amnat Charoen,RD15,15996,15996,6117,382,382,1.49
2021,Amnat Charoen,KDML105,707739,703104,249861,353,355,65.87
2021,Amnat Charoen,SuphanBuri60,0,0,0,0,0,0
2021,Amnat Charoen,PhotoperiodSensitiveRice,7963,7954,3401,427,428,0.74
2021,Amnat Charoen,NonPhotoperiodSensitiveRice,393,393,167,425,425,0.04
2021,Amnat Charoen,ChaiNat1,0,0,0,0,0,0
2021,Amnat Charoen,SupanburiAromaticRice,0,0,0,0,0,0
2021,Amnat Charoen,PTT1,0,0,0,0,0,0
2021,Amnat Charoen,SuphanBuri1,0,0,0,0,0,0
2021,Ubon Ratchathani,NativeRice,33949,33500,11438,337,341,0.83
2021,Ubon Ratchathani,RD6,837229,823376,292611,349,355,20.49
2021,Ubon Ratchathani,RD15,472327,469401,170631,361,364,11.56
2021,Ubon Ratchathani,KDML105,2497926,2457145,873492,350,355,61.13
2021,Ubon Ratchathani,SuphanBuri60,0,0,0,0,0,0
2021,Ubon Ratchathani,PhotoperiodSensitiveRice,182284,181048,65591,360,362,4.46
2021,Ubon Ratchathani,NonPhotoperiodSensitiveRice,62457,62297,22332,358,358,1.53
2021,Ubon Ratchathani,ChaiNat1,0,0,0,0,0,0
2021,Ubon Ratchathani,SupanburiAromaticRice,0,0,0,0,0,0
2021,Ubon Ratchathani,PTT1,0,0,0,0,0,0
2021,Ubon Ratchathani,SuphanBuri1,0,0,0,0,0,0
2021,Si Sa Ket,NativeRice,6525,6525,2420,371,371,0.21
2021,Si Sa Ket,RD6,144560,138376,50712,351,366,4.79
2021,Si Sa Ket,RD15,71365,69126,26041,365,377,2.36
2021,Si Sa Ket,KDML105,2731037,2633446,923005,338,350,90.42
2021,Si Sa Ket,SuphanBuri60,0,0,0,0,0,0
2021,Si Sa Ket,PhotoperiodSensitiveRice,53620,53039,19686,367,371,1.78
2021,Si Sa Ket,NonPhotoperiodSensitiveRice,7621,7504,3112,408,415,0.25
2021,Si Sa Ket,ChaiNat1,5440,5323,1978,364,372,0.18
2021,Si Sa Ket,SupanburiAromaticRice,0,0,0,0,0,0
2021,Si Sa Ket,PTT1,229,229,85,371,371,0.01
2021,Si Sa Ket,SuphanBuri1,0,0,0,0,0,0
2021,Surin,NativeRice,4516,4392,1380,306,314,0.15
2021,Surin,RD6,2957,2763,1063,359,385,0.09
2021,Surin,RD15,776113,751791,298888,385,398,24.88
2021,Surin,KDML105,2323200,2265107,842609,363,372,74.46
2021,Surin,SuphanBuri60,0,0,0,0,0,0
2021,Surin,PhotoperiodSensitiveRice,7924,7884,3362,424,426,0.25
2021,Surin,NonPhotoperiodSensitiveRice,5282,5249,1886,357,359,0.17
2021,Surin,ChaiNat1,0,0,0,0,0,0
2021,Surin,SupanburiAromaticRice,0,0,0,0,0,0
2021,Surin,PTT1,0,0,0,0,0,0
2021,Surin,SuphanBuri1,0,0,0,0,0,0
2021,Buri Ram,NativeRice,29598,29180,10660,360,365,0.98
2021,Buri Ram,RD6,128219,124034,46137,360,372,4.28
2021,Buri Ram,RD15,113648,111552,39722,350,356,3.79
2021,Buri Ram,KDML105,2695891,2628042,957324,355,364,89.94
2021,Buri Ram,SuphanBuri60,0,0,0,0,0,0
2021,Buri Ram,PhotoperiodSensitiveRice,10963,10753,4754,434,442,0.37
2021,Buri Ram,NonPhotoperiodSensitiveRice,13770,13662,5770,419,422,0.46
2021,Buri Ram,ChaiNat1,5401,5368,3010,557,561,0.18
2021,Buri Ram,SupanburiAromaticRice,0,0,0,0,0,0
2021,Buri Ram,PTT1,0,0,0,0,0,0
2021,Buri Ram,SuphanBuri1,0,0,0,0,0,0
2021,Maha Sarakham,NativeRice,1673,1646,678,405,412,0.07
2021,Maha Sarakham,RD6,987534,926108,337347,342,364,46.45
2021,Maha Sarakham,RD15,39543,38009,12989,328,342,1.86
2021,Maha Sarakham,KDML105,1070680,996926,360192,336,361,50.36
2021,Maha Sarakham,SuphanBuri60,0,0,0,0,0,0
2021,Maha Sarakham,PhotoperiodSensitiveRice,1065,1054,556,522,528,0.05
2021,Maha Sarakham,NonPhotoperiodSensitiveRice,24688,23869,11691,474,490,1.16
2021,Maha Sarakham,ChaiNat1,997,978,471,472,482,0.05
2021,Maha Sarakham,SupanburiAromaticRice,0,0,0,0,0,0
2021,Maha Sarakham,PTT1,0,0,0,0,0,0
2021,Maha Sarakham,SuphanBuri1,0,0,0,0,0,0
2021,Roi Et,NativeRice,3854,3628,1320,343,364,0.12
2021,Roi Et,RD6,703814,666283,229885,327,345,22.71
2021,Roi Et,RD15,10817,10365,3432,317,331,0.35
