year,province(ENG),variety ENG,Planting area (rai),Harvested area (rai),Production (ton),Yield by Planting area (kg/rai),Yield by Harvested area (kg/rai),Portion of planting in province (percent)
2014,Phitsanulok,RD6,60256,59627,31291,519,525,4.43
2014,Phitsanulok,RD15,7470,7417,3722,498,502,0.55
2014,Phitsanulok,KDML105,213117,209169,102067,479,488,15.67
2014,Phitsanulok,SuphanBuri60,49723,49095,28485,573,580,3.66
2014,Phitsanulok,PhotoperiodSensitiveRice,69195,68316,34258,495,501,5.09
2014,Phitsanulok,NonPhotoperiodSensitiveRice,508573,502926,317177,624,631,37.4
2014,Phitsanulok,ChaiNat1,160272,158926,92510,577,582,11.8
2014,Phitsanulok,PTT1,46976,46606,30185,643,648,3.45
2014,Phitsanulok,SuphanBuri1,165866,164661,110288,665,670,12.2
2014,Phichit,NativeRice,102333,101388,44475,435,439,6.22
2014,Phichit,RD15,36147,35754,16794,465,470,2.2
2014,Phichit,KDML105,274626,271894,148417,540,546,16.69
2014,Phichit,SuphanBuri60,26500,26275,17442,658,664,1.61
2014,Phichit,PhotoperiodSensitiveRice,130766,128537,67690,518,527,7.95
2014,Phichit,NonPhotoperiodSensitiveRice,655526,651299,398174,607,611,39.85
2014,Phichit,ChaiNat1,102664,101722,63948,623,629,6.24
2014,Phichit,SupanburiAromaticRice,3933,3926,2197,559,560,0.24
2014,Phichit,PTT1,45263,44630,29800,658,668,2.75
2014,Phichit,SuphanBuri1,267289,264455,174259,652,659,16.25
2014,Nakhon Sawan,NativeRice,156332,154689,66772,427,432,6.63
2014,Nakhon Sawan,RD6,9316,9288,5015,538,540,0.4
2014,Nakhon Sawan,KDML105,536276,534764,279746,522,523,22.78
2014,Nakhon Sawan,SuphanBuri60,26871,26807,17832,664,665,1.14
2014,Nakhon Sawan,PhotoperiodSensitiveRice,50510,50197,29261,579,583,2.15
2014,Nakhon Sawan,NonPhotoperiodSensitiveRice,593391,590748,344111,580,583,25.21
2014,Nakhon Sawan,ChaiNat1,526389,524104,303715,577,579,22.36
2014,Nakhon Sawan,SupanburiAromaticRice,2562,2556,1691,660,662,0.11
2014,Nakhon Sawan,PTT1,96256,95287,62277,647,654,4.09
2014,Nakhon Sawan,SuphanBuri1,356288,354310,244901,687,691,15.13
2014,Uthai Thani,NativeRice,9524,9279,3037,319,327,1.76
2014,Uthai Thani,KDML105,22090,21741,10075,456,463,4.01
2014,Uthai Thani,SuphanBuri60,20674,20405,11236,543,551,3.76
2014,Uthai Thani,PhotoperiodSensitiveRice,7352,7320,4370,594,597,1.34
2014,Uthai Thani,NonPhotoperiodSensitiveRice,315845,311302,195757,620,629,57.51
2014,Uthai Thani,ChaiNat1,132046,130278,87120,660,669,24.04
2014,Uthai Thani,PTT1,13197,13139,8371,634,637,2.4
2014,Uthai Thani,SuphanBuri1,28463,28007,14974,526,535,5.18
2014,Phetchabun,NativeRice,123670,121324,49602,401,409,11.42
2014,Phetchabun,RD6,65237,64990,38064,583,586,6.02
2014,Phetchabun,RD15,2203,2200,929,422,422,0.2
2014,Phetchabun,KDML105,238557,234035,106217,445,454,22.02
2014,Phetchabun,SuphanBuri60,10142,10059,6453,636,642,0.94
2014,Phetchabun,PhotoperiodSensitiveRice,38753,38305,20275,523,529,3.58
2014,Phetchabun,NonPhotoperiodSensitiveRice,503300,501311,308842,614,616,46.45
2014,Phetchabun,ChaiNat1,63752,63481,36195,568,570,5.88
2014,Phetchabun,PTT1,8850,8781,6408,724,730,0.82
2014,Phetchabun,SuphanBuri1,29054,28761,19733,679,686,2.67
2014,Loei,NativeRice,56368,54783,18528,329,338,15.34
2014,Loei,RD6,222418,217983,78963,355,362,60.56
2014,Loei,KDML105,3935,3914,1252,318,320,1.07
2014,Loei,PhotoperiodSensitiveRice,64515,61777,27716,430,449,17.57
2014,Loei,NonPhotoperiodSensitiveRice,20044,19682,7733,386,393,5.46
2014,Nong Bua Lam Phu,NativeRice,41347,39776,12652,306,318,5.81
2014,Nong Bua Lam Phu,RD6,485656,474546,152545,314,321,68.17
2014,Nong Bua Lam Phu,RD15,23569,23027,7658,325,333,3.31
2014,Nong Bua Lam Phu,KDML105,98546,96606,30537,310,316,13.83
2014,Nong Bua Lam Phu,PhotoperiodSensitiveRice,35771,34023,11341,317,333,5.02
2014,Nong Bua Lam Phu,NonPhotoperiodSensitiveRice,27491,27041,9071,330,335,3.86
2014,Udon Thani,NativeRice,95720,94133,34774,363,369,5.49
2014,Udon Thani,RD6,1260776,1241061,461859,366,372,72.48
2014,Udon Thani,RD15,98757,96163,34961,354,364,5.68
2014,Udon Thani,KDML105,200163,195418,71256,356,365,11.51
2014,Udon Thani,PhotoperiodSensitiveRice,42656,41881,16497,387,394,2.45
2014,Udon Thani,NonPhotoperiodSensitiveRice,41519,40862,15794,380,387,2.39
2014,Nong Khai,NativeRice,24596,24409,8180,333,335,4.82
2014,Nong Khai,RD6,359597,351827,131969,367,375,70.35
2014,Nong Khai,RD15,18546,18421,6383,344,347,3.62
2014,Nong Khai,KDML105,53756,53213,18838,350,354,10.52
2014,Nong Khai,PhotoperiodSensitiveRice,31863,31555,11263,353,357,6.23
2014,Nong Khai,NonPhotoperiodSensitiveRice,22815,22403,9219,404,412,4.46
2014,Bueng Kan,NativeRice,8562,8510,2266,265,266,1.73
2014,Bueng Kan,RD6,383694,375699,108695,283,289,77.96
2014,Bueng Kan,RD15,8960,8765,2422,270,276,1.82
2014,Bueng Kan,KDML105,78331,76605,21651,276,283,15.92
2014,Bueng Kan,PhotoperiodSensitiveRice,12634,12381,3544,281,286,2.57
2014,Sakon Nakhon,NativeRice,60243,58092,18804,312,324,2.98
2014,Sakon Nakhon,RD6,1395045,1375168,444340,319,323,68.94
2014,Sakon Nakhon,RD15,105842,103146,35942,340,348,5.23
2014,Sakon Nakhon,KDML105,352634,342826,109525,311,319,17.43
2014,Sakon Nakhon,PhotoperiodSensitiveRice,57693,55723,18644,323,335,2.85
2014,Sakon Nakhon,NonPhotoperiodSensitiveRice,52093,50806,15065,289,297,2.57
2014,Nakhon Phanom,NativeRice,80350,77126,26484,330,343,6.15
2014,Nakhon Phanom,RD6,700522,678986,250334,357,369,53.48
2014,Nakhon Phanom,RD15,39210,38483,12559,320,326,2.99
2014,Nakhon Phanom,KDML105,390263,384157,132758,340,346,29.79
2014,Nakhon Phanom,PhotoperiodSensitiveRice,51150,49441,23372,457,473,3.9
2014,Nakhon Phanom,NonPhotoperiodSensitiveRice,48366,47077,21113,437,448,3.69
2014,Mukdahan,NativeRice,55363,53892,19143,346,355,11.24
2014,Mukdahan,RD6,296699,291710,115368,389,395,60.27
2014,Mukdahan,RD15,7563,7460,2641,349,354,1.54
2014,Mukdahan,KDML105,73526,72677,26601,362,366,14.93
2014,Mukdahan,PhotoperiodSensitiveRice,33535,33080,12086,360,365,6.81
2014,Mukdahan,NonPhotoperiodSensitiveRice,25634,25287,10020,391,396,5.21
2014,Yasothon,NativeRice,40263,37287,13572,337,364,2.97
2014,Yasothon,RD6,619849,571612,210495,340,368,45.8
2014,Yasothon,RD15,10760,10049,4479,416,446,0.8
2014,Yasothon,KDML105,631896,592551,219460,347,370,46.7
2014,Yasothon,PhotoperiodSensitiveRice,39227,36997,13689,349,370,2.9
2014,Yasothon,NonPhotoperiodSensitiveRice,11236,10491,4196,373,400,0.83
2014,Amnat Charoen,NativeRice,22447,20794,7381,329,355,2.34
2014,Amnat Charoen,RD6,386123,356592,128310,332,360,40.07
2014,Amnat Charoen,RD15,14102,13507,4588,325,340,1.46
2014,Amnat Charoen,KDML105,535624,497904,166299,310,334,55.59
2014,Amnat Charoen,NonPhotoperiodSensitiveRice,5299,5075,1854,350,365,0.54
2014,Ubon Ratchathani,NativeRice,55246,52891,16334,296,309,1.43
2014,Ubon Ratchathani,RD6,1551459,1465167,489447,315,334,40.17
2014,Ubon Ratchathani,RD15,214671,203849,67464,314,331,5.56
2014,Ubon Ratchathani,KDML105,2002362,1894991,614314,307,324,51.84
2014,Ubon Ratchathani,PhotoperiodSensitiveRice,10635,10309,4118,387,399,0.28
2014,Ubon Ratchathani,NonPhotoperiodSensitiveRice,27923,26796,10141,363,378,0.72
2014,Si Sa Ket,NativeRice,90246,89364,32104,356,359,3.01
2014,Si Sa Ket,RD6,195324,191892,71937,368,375,6.51
2014,Si Sa Ket,RD15,60243,59295,20684,343,349,2.01
2014,Si Sa Ket,KDML105,2615281,2570113,934676,357,364,87.14
2014,Si Sa Ket,PhotoperiodSensitiveRice,18183,18004,8207,451,456,0.61
2014,Si Sa Ket,NonPhotoperiodSensitiveRice,21913,21611,8933,408,413,0.72
2014,Surin,NativeRice,25696,25049,8915,347,356,0.81
2014,Surin,RD6,12219,11922,4838,396,406,0.39
2014,Surin,RD15,549472,540524,205411,374,380,17.37
2014,Surin,KDML105,2575462,2529001,957236,372,379,81.43
2014,Buri Ram,NativeRice,85246,79986,29978,352,375,3.09
2014,Buri Ram,RD6,125605,117910,46073,367,391,4.55
2014,Buri Ram,RD15,57246,53877,19912,348,370,2.07
2014,Buri Ram,KDML105,2455545,2315758,881679,359,381,88.92
2014,Buri Ram,PhotoperiodSensitiveRice,26342,25879,10341,393,400,0.95
2014,Buri Ram,NonPhotoperiodSensitiveRice,11491,11289,4517,393,400,0.42
2014,Maha Sarakham,NativeRice,26209,25285,8661,330,343,1.2
2014,Maha Sarakham,RD6,965330,928302,337203,349,363,44.21
2014,Maha Sarakham,RD15,50346,47938,17900,356,373,2.31
2014,Maha Sarakham,KDML105,1074680,1028806,382324,356,372,49.22
2014,Maha Sarakham,PhotoperiodSensitiveRice,38857,37438,14386,370,384,1.78
2014,Maha Sarakham,NonPhotoperiodSensitiveRice,13798,13663,5032,365,368,0.63
2014,Maha Sarakham,ChaiNat1,14178,14039,5462,385,389,0.65
2014,Roi Et,NativeRice,33024,31757,12638,383,398,1.07
2014,Roi Et,RD6,978672,954842,360743,369,378,31.8
2014,Roi Et,RD15,63246,60803,23681,374,389,2.06
2014,Roi Et,KDML105,1962562,1899047,705894,360,372,63.77
2014,Roi Et,PhotoperiodSensitiveRice,21958,21215,7905,360,373,0.71
2014,Roi Et,NonPhotoperiodSensitiveRice,18176,17587,7160,394,407,0.59
2014,Kalasin,NativeRice,30242,29773,10831,358,364,2.04
2014,Kalasin,RD6,1031268,1018914,372791,361,366,69.68
2014,Kalasin,RD15,10246,10087,3189,311,316,0.69
2014,Kalasin,KDML105,350246,344113,127162,363,370,23.66
2014,Kalasin,PhotoperiodSensitiveRice,39321,38710,14947,380,386,2.66
2014,Kalasin,NonPhotoperiodSensitiveRice,17328,17058,6115,353,358,1.17
2014,Kalasin,ChaiNat1,1419,1397,618,436,442,0.1
2014,Khon Kaen,NativeRice,52694,43982,15334,291,349,2.17
2014,Khon Kaen,RD6,1696321,1374449,474024,279,345,69.85
2014,Khon Kaen,RD15,27724,27287,8032,290,294,1.14
2014,Khon Kaen,KDML105,584562,511619,167355,286,327,24.07
2014,Khon Kaen,PhotoperiodSensitiveRice,22335,19430,6895,309,355,0.92
2014,Khon Kaen,NonPhotoperiodSensitiveRice,44714,37583,12623,282,336,1.85
2014,Chaiyaphum,NativeRice,130256,103567,37703,289,364,8.15
2014,Chaiyaphum,RD6,544544,433099,158536,291,366,34.09
2014,Chaiyaphum,RD15,43550,39951,12908,296,323,2.73
2014,Chaiyaphum,KDML105,785222,649346,223364,284,344,49.16
2014,Chaiyaphum,PhotoperiodSensitiveRice,62704,51083,18372,293,360,3.93
2014,Chaiyaphum,NonPhotoperiodSensitiveRice,31002,26914,9378,302,348,1.94
2014,Nakhon Ratchasima,NativeRice,206681,170277,57791,280,339,5.89
2014,Nakhon Ratchasima,RD6,143259,120570,45710,319,379,4.08
2014,Nakhon Ratchasima,RD15,12687,10800,4058,320,376,0.36
2014,Nakhon Ratchasima,KDML105,2803217,2372332,840980,300,354,79.85
2014,Nakhon Ratchasima,SuphanBuri60,17790,16746,6331,356,378,0.51
2014,Nakhon Ratchasima,PhotoperiodSensitiveRice,144704,123341,44441,307,360,4.12
2014,Nakhon Ratchasima,NonPhotoperiodSensitiveRice,68766,59633,22780,331,382,1.96
2014,Nakhon Ratchasima,ChaiNat1,80126,69989,28427,355,406,2.28
2014,Nakhon Ratchasima,SupanburiAromaticRice,3807,3664,1551,407,423,0.11
2014,Nakhon Ratchasima,PTT1,12235,10838,5017,410,463,0.35
2014,Nakhon Ratchasima,SuphanBuri1,17357,16494,7379,425,447,0.49
2014,Saraburi,NativeRice,12050,12005,5595,464,466,3.38
2014,Saraburi,KDML105,15246,15081,7430,487,493,4.26
2014,Saraburi,PhotoperiodSensitiveRice,23993,23905,14346,598,600,6.7
2014,Saraburi,NonPhotoperiodSensitiveRice,170085,168288,110552,650,657,47.53
2014,Saraburi,ChaiNat1,15793,15573,9003,570,578,4.41
2014,Saraburi,PTT1,10246,10089,6957,679,690,2.86
2014,Saraburi,SuphanBuri1,110428,109322,79478,720,727,30.86
2014,Lop Buri,NativeRice,42634,38241,16462,386,430,6.31
2014,Lop Buri,KDML105,212980,193865,88852,417,458,31.53
2014,Lop Buri,PhotoperiodSensitiveRice,26649,25904,11874,446,458,3.95
2014,Lop Buri,NonPhotoperiodSensitiveRice,137480,125966,74364,541,590,20.36
2014,Lop Buri,ChaiNat1,73290,67684,39190,535,579,10.85
2014,Lop Buri,PTT1,86564,80039,53567,619,669,12.82
2014,Lop Buri,SuphanBuri1,95799,88810,63219,660,712,14.18
2014,Sing Buri,NonPhotoperiodSensitiveRice,217814,217663,143483,659,659,70.81
2014,Sing Buri,PTT1,48555,48555,37232,767,767,15.79
2014,Sing Buri,SuphanBuri1,41214,41214,28080,681,681,13.4
2014,Chai Nat,NativeRice,8546,8425,4102,480,487,1.12
2014,Chai Nat,KDML105,11982,11812,5103,426,432,1.56
2014,Chai Nat,SuphanBuri60,5249,5175,3414,650,660,0.68
2014,Chai Nat,PhotoperiodSensitiveRice,5058,4986,3195,632,641,0.65
2014,Chai Nat,NonPhotoperiodSensitiveRice,436229,427789,281958,646,659,56.62
2014,Chai Nat,ChaiNat1,8462,8342,5586,660,670,1.1
2014,Chai Nat,PTT1,205264,202352,148112,722,732,26.64
2014,Chai Nat,SuphanBuri1,89590,88319,62313,696,706,11.63
2014,Suphan Buri,NativeRice,5634,5634,2607,463,463,0.43
2014,Suphan Buri,KDML105,43770,43770,20529,469,469,3.35
2014,Suphan Buri,SuphanBuri60,2727,2727,1908,700,700,0.21
2014,Suphan Buri,NonPhotoperiodSensitiveRice,1010241,1009885,742132,735,735,77.33
2014,Suphan Buri,PTT1,123412,123412,97374,789,789,9.45
2014,Suphan Buri,SuphanBuri1,120634,120634,96408,799,799,9.23
2014,Ang Thong,NativeRice,10362,10211,4807,464,471,2.89
2014,Ang Thong,KDML105,3156,3126,1440,456,461,0.89
2014,Ang Thong,SuphanBuri60,10543,10443,6989,663,669,2.94
2014,Ang Thong,PhotoperiodSensitiveRice,18926,18746,8824,466,471,5.28
2014,Ang Thong,NonPhotoperiodSensitiveRice,133512,132051,85941,644,651,37.27
2014,Ang Thong,ChaiNat1,18632,18455,11547,620,626,5.2
2014,Ang Thong,PTT1,151832,150170,103978,685,692,42.38
2014,Ang Thong,SuphanBuri1,11279,11172,8255,732,739,3.15
2014,Ayutthaya,NativeRice,39439,38951,15955,405,410,4.81
2014,Ayutthaya,KDML105,8461,8377,3962,468,473,1.03
2014,Ayutthaya,SuphanBuri60,39041,38822,25416,651,655,4.75
2014,Ayutthaya,PhotoperiodSensitiveRice,35957,35755,18554,516,519,4.37
2014,Ayutthaya,NonPhotoperiodSensitiveRice,497586,491967,332169,668,675,60.53
2014,Ayutthaya,ChaiNat1,42665,42426,28016,657,660,5.19
2014,Ayutthaya,PTT1,32502,32320,23156,712,716,3.95
2014,Ayutthaya,SuphanBuri1,126374,125013,86650,686,693,15.37
2014,Nonthaburi,NonPhotoperiodSensitiveRice,91637,91460,64494,704,705,89.64
2014,Nonthaburi,PTT1,2046,2046,1408,688,688,2
2014,Nonthaburi,SuphanBuri1,8546,8546,5598,655,655,8.36
2014,Bangkok Metropolis,NonPhotoperiodSensitiveRice,74644,74605,49338,661,661,77.34
2014,Bangkok Metropolis,PTT1,11538,11538,7582,657,657,11.96
2014,Bangkok Metropolis,SuphanBuri1,10327,10327,7460,722,722,10.7
2014,Pathum Thani,SuphanBuri60,2319,2319,1455,627,627,0.74
2014,Pathum Thani,NonPhotoperiodSensitiveRice,272491,272276,191729,704,704,86.84
2014,Pathum Thani,PTT1,18590,18590,13018,700,700,5.93
2014,Pathum Thani,SuphanBuri1,20347,20347,13436,660,660,6.49
2014,Nakhon Nayok,NativeRice,18563,18509,8193,441,443,4.62
2014,Nakhon Nayok,KDML105,22347,22218,9997,447,450,5.56
2014,Nakhon Nayok,SuphanBuri60,3765,3755,2313,614,616,0.94
2014,Nakhon Nayok,PhotoperiodSensitiveRice,102983,102941,48769,474,474,25.64
2014,Nakhon Nayok,NonPhotoperiodSensitiveRice,204026,202802,129450,634,638,50.8
2014,Nakhon Nayok,ChaiNat1,13566,13478,7434,548,552,3.38
2014,Nakhon Nayok,PTT1,19631,19526,13239,674,678,4.89
2014,Nakhon Nayok,SuphanBuri1,16737,16631,11258,673,677,4.17
2014,Prachin Buri,NativeRice,23046,22965,7161,311,312,4.8
2014,Prachin Buri,RD6,1184,1177,448,378,381,0.25
2014,Prachin Buri,KDML105,95069,94213,33912,357,360,19.79
2014,Prachin Buri,SuphanBuri60,11358,11317,6777,597,599,2.36
2014,Prachin Buri,PhotoperiodSensitiveRice,193462,191554,75086,388,392,40.27
2014,Prachin Buri,NonPhotoperiodSensitiveRice,125237,124281,66318,530,534,26.07
2014,Prachin Buri,ChaiNat1,1312,1307,736,561,563,0.27
2014,Prachin Buri,PTT1,4352,4333,2332,536,538,0.91
2014,Prachin Buri,SuphanBuri1,25347,25160,15136,597,602,5.28
2014,Chachoengsao,NativeRice,3257,3242,1204,370,371,0.45
2014,Chachoengsao,RD6,3918,3902,1608,410,412,0.54
2014,Chachoengsao,KDML105,83294,82920,32311,388,390,11.42
2014,Chachoengsao,SuphanBuri60,51857,51711,36296,700,702,7.12
2014,Chachoengsao,PhotoperiodSensitiveRice,268972,266547,150280,559,564,36.92
2014,Chachoengsao,NonPhotoperiodSensitiveRice,210052,209542,174997,833,835,28.83
2014,Chachoengsao,ChaiNat1,6376,6338,3593,564,567,0.88
2014,Chachoengsao,PTT1,20674,20472,12315,596,602,2.84
2014,Chachoengsao,SuphanBuri1,80146,79519,56100,700,705,11
2014,Sa Kaeo,NativeRice,20647,19865,7140,346,359,2.6
2014,Sa Kaeo,RD6,20055,19398,6447,321,332,2.52
2014,Sa Kaeo,RD15,5159,5016,1783,346,355,0.65
2014,Sa Kaeo,KDML105,552775,536684,168582,305,314,69.54
2014,Sa Kaeo,PhotoperiodSensitiveRice,134798,129328,47690,354,369,16.96
2014,Sa Kaeo,NonPhotoperiodSensitiveRice,50510,49139,16254,322,331,6.35
2014,Sa Kaeo,ChaiNat1,4100,4001,1762,430,440,0.52
2014,Sa Kaeo,PTT1,6854,6674,2481,362,372,0.86
2014,Chanthaburi,NativeRice,3925,3882,1443,368,372,18.43
2014,Chanthaburi,KDML105,10630,10478,3545,333,338,49.92
2014,Chanthaburi,PhotoperiodSensitiveRice,3641,3605,1451,399,402,17.1
2014,Chanthaburi,NonPhotoperiodSensitiveRice,1518,1493,622,410,417,7.13
2014,Chanthaburi,ChaiNat1,986,976,475,482,487,4.63
2014,Chanthaburi,PTT1,594,588,300,505,510,2.79
2014,Trat,NativeRice,1311,1287,477,364,371,7.35
2014,Trat,KDML105,13074,12935,5476,419,423,73.28
2014,Trat,PhotoperiodSensitiveRice,1270,1253,616,485,492,7.12
2014,Trat,NonPhotoperiodSensitiveRice,1241,1231,420,338,341,6.96
2014,Trat,PTT1,944,942,420,445,446,5.29
2014,Rayong,NativeRice,576,576,218,378,378,2.76
2014,Rayong,KDML105,4263,4254,2023,475,476,20.35
2014,Rayong,SuphanBuri60,2563,2547,1059,413,416,12.23
2014,Rayong,PhotoperiodSensitiveRice,1700,1700,797,469,469,8.11
2014,Rayong,NonPhotoperiodSensitiveRice,5593,5571,2649,474,475,26.7
2014,Rayong,PTT1,2234,2229,1047,469,470,10.66
2014,Rayong,SuphanBuri1,4021,3952,2032,505,514,19.19
2014,Chon Buri,NativeRice,2527,2496,866,343,347,3.19
2014,Chon Buri,KDML105,25658,25356,10422,406,411,32.23
2014,Chon Buri,SuphanBuri60,2448,2416,1308,534,541,3.08
2014,Chon Buri,PhotoperiodSensitiveRice,5326,5302,2384,448,450,6.69
