year,province(ENG),variety ENG,Planting area (rai),Harvested area (rai),Production (ton),Yield by Planting area (kg/rai),Yield by Harvested area (kg/rai),Portion of planting in province (percent)
2013,Chiang Mai,SuphanBuri1,2794,2794,1944,696,696,0.58
2013,Mae Hong Son,NativeRice,41604,40596,14873,357,366,23.96
2013,Mae Hong Son,RD6,11590,11394,4930,425,433,6.67
2013,Mae Hong Son,KDML105,40079,39617,15724,392,397,23.08
2013,Mae Hong Son,PhotoperiodSensitiveRice,17545,17345,7995,456,461,10.1
2013,Mae Hong Son,NonPhotoperiodSensitiveRice,62861,62397,29570,470,474,36.19
2013,Tak,NativeRice,103696,95118,37033,357,389,35.52
2013,Tak,RD6,19918,18853,8674,435,460,6.82
2013,Tak,RD15,1228,1228,732,596,596,0.42
2013,Tak,KDML105,101482,95765,44732,441,467,34.77
2013,Tak,SuphanBuri60,2442,2442,1379,565,565,0.84
2013,Tak,PhotoperiodSensitiveRice,13463,13463,7334,545,545,4.61
2013,Tak,NonPhotoperiodSensitiveRice,28116,27291,16024,570,587,9.63
2013,Tak,ChaiNat1,7419,7419,4468,602,602,2.54
2013,Tak,SupanburiAromaticRice,844,844,383,454,454,0.29
2013,Tak,PTT1,5072,5072,2952,582,582,1.74
2013,Tak,SuphanBuri1,8234,8234,5782,702,702,2.82
2013,Kamphaeng Phet,NativeRice,36421,36068,16086,442,446,2.51
2013,Kamphaeng Phet,RD6,14138,13827,7161,507,518,0.97
2013,Kamphaeng Phet,KDML105,82147,81353,40065,488,492,5.65
2013,Kamphaeng Phet,SuphanBuri60,43601,43601,26996,619,619,3
2013,Kamphaeng Phet,PhotoperiodSensitiveRice,51864,51864,30312,584,584,3.57
2013,Kamphaeng Phet,NonPhotoperiodSensitiveRice,785448,778327,491304,626,631,54.02
2013,Kamphaeng Phet,ChaiNat1,107984,107984,66817,619,619,7.43
2013,Kamphaeng Phet,SupanburiAromaticRice,6323,6323,3394,537,537,0.43
2013,Kamphaeng Phet,PTT1,121468,120839,75112,618,622,8.35
2013,Kamphaeng Phet,SuphanBuri1,204515,203207,125166,612,616,14.07
2013,Sukhothai,NativeRice,80240,78354,34368,428,439,7.12
2013,Sukhothai,RD6,26868,25793,12989,483,504,2.38
2013,Sukhothai,RD15,6058,6058,3222,532,532,0.54
2013,Sukhothai,KDML105,103968,103968,51867,499,499,9.23
2013,Sukhothai,SuphanBuri60,111396,102457,61489,552,600,9.89
2013,Sukhothai,PhotoperiodSensitiveRice,13611,13611,8162,600,600,1.21
2013,Sukhothai,NonPhotoperiodSensitiveRice,478238,472569,291784,610,617,42.44
2013,Sukhothai,ChaiNat1,139174,134872,80542,579,597,12.35
2013,Sukhothai,SupanburiAromaticRice,8442,8442,4679,554,554,0.75
2013,Sukhothai,PTT1,25439,25439,16139,634,634,2.26
2013,Sukhothai,SuphanBuri1,133289,131237,80397,603,613,11.83
2013,Phrae,NativeRice,8129,8129,3867,476,476,2.78
2013,Phrae,RD6,112953,111867,69288,613,619,38.63
2013,Phrae,RD15,1064,1064,673,633,633,0.36
2013,Phrae,KDML105,9502,9371,5815,612,621,3.25
2013,Phrae,SuphanBuri60,565,565,288,510,510,0.19
2013,Phrae,PhotoperiodSensitiveRice,27750,27337,16917,610,619,9.49
2013,Phrae,NonPhotoperiodSensitiveRice,132455,130838,82310,621,629,45.3
2013,Nan,NativeRice,18763,18194,7932,423,436,7.89
2013,Nan,RD6,77870,76023,40086,515,527,32.74
2013,Nan,RD15,266,266,147,553,553,0.11
2013,Nan,KDML105,2187,2166,1176,538,543,0.92
2013,Nan,PhotoperiodSensitiveRice,48482,47491,25300,522,533,20.38
2013,Nan,NonPhotoperiodSensitiveRice,90139,88242,48145,534,546,37.89
2013,Nan,PTT1,159,159,89,560,560,0.07
2013,Uttaradit,NativeRice,22317,22317,9353,419,419,3.62
2013,Uttaradit,RD6,52382,52165,29523,564,566,8.5
2013,Uttaradit,KDML105,63061,61788,34879,553,564,10.23
2013,Uttaradit,SuphanBuri60,35114,35114,22448,639,639,5.7
2013,Uttaradit,PhotoperiodSensitiveRice,9149,9149,5000,547,547,1.48
2013,Uttaradit,NonPhotoperiodSensitiveRice,267907,265360,170136,635,641,43.47
2013,Uttaradit,ChaiNat1,18894,18894,13295,704,704,3.07
2013,Uttaradit,SupanburiAromaticRice,2128,2128,1395,656,656,0.34
2013,Uttaradit,PTT1,60998,60416,41853,686,693,9.9
2013,Uttaradit,SuphanBuri1,84389,83242,60138,713,722,13.69
2013,Phitsanulok,NativeRice,101538,97754,45239,446,463,7.03
2013,Phitsanulok,RD6,50116,49074,27219,543,555,3.47
2013,Phitsanulok,RD15,8970,8970,4568,509,509,0.62
2013,Phitsanulok,KDML105,199922,193873,100266,502,517,13.84
2013,Phitsanulok,SuphanBuri60,45217,44601,27169,601,609,3.13
2013,Phitsanulok,PhotoperiodSensitiveRice,53318,52752,28026,526,531,3.69
2013,Phitsanulok,NonPhotoperiodSensitiveRice,600020,588845,392414,654,666,41.54
2013,Phitsanulok,ChaiNat1,163426,160116,98475,603,615,11.32
2013,Phitsanulok,PTT1,50496,50496,33590,665,665,3.5
2013,Phitsanulok,SuphanBuri1,171364,168086,119342,696,710,11.86
2013,Phichit,NativeRice,201894,199977,97769,484,489,11.2
2013,Phichit,KDML105,268793,266051,152867,569,575,14.91
2013,Phichit,SuphanBuri60,27648,27648,18974,686,686,1.53
2013,Phichit,PhotoperiodSensitiveRice,103360,101608,54834,531,540,5.73
2013,Phichit,NonPhotoperiodSensitiveRice,750866,746461,477790,636,640,41.66
2013,Phichit,ChaiNat1,150093,148678,99239,661,667,8.33
2013,Phichit,SupanburiAromaticRice,2405,2405,1272,529,529,0.13
2013,Phichit,PTT1,42872,42261,29724,693,703,2.38
2013,Phichit,SuphanBuri1,254632,251867,174776,686,694,14.13
2013,Nakhon Sawan,NativeRice,178900,168896,79767,446,472,7.33
2013,Nakhon Sawan,RD6,7779,7602,4035,519,531,0.32
2013,Nakhon Sawan,KDML105,593844,576546,321258,541,557,24.34
2013,Nakhon Sawan,SuphanBuri60,33868,33376,22122,653,663,1.39
2013,Nakhon Sawan,PhotoperiodSensitiveRice,56949,54387,25973,456,478,2.33
2013,Nakhon Sawan,NonPhotoperiodSensitiveRice,487497,469333,287412,590,612,19.98
2013,Nakhon Sawan,ChaiNat1,626332,605383,364133,581,601,25.67
2013,Nakhon Sawan,SupanburiAromaticRice,2469,2469,1649,668,668,0.1
2013,Nakhon Sawan,PTT1,94229,91574,61503,653,672,3.86
2013,Nakhon Sawan,SuphanBuri1,358339,348247,248288,693,713,14.68
2013,Uthai Thani,NativeRice,11911,11654,4058,341,348,1.99
2013,Uthai Thani,KDML105,21629,21381,10042,464,470,3.61
2013,Uthai Thani,SuphanBuri60,19536,19367,10786,552,557,3.27
2013,Uthai Thani,PhotoperiodSensitiveRice,6340,6340,3836,605,605,1.06
2013,Uthai Thani,NonPhotoperiodSensitiveRice,321786,318479,202624,630,636,53.79
2013,Uthai Thani,ChaiNat1,156919,155498,103346,659,665,26.23
2013,Uthai Thani,PTT1,15717,15717,10403,662,662,2.63
2013,Uthai Thani,SuphanBuri1,44396,43876,27887,628,636,7.42
2013,Phetchabun,NativeRice,102626,98017,42271,412,431,8.83
2013,Phetchabun,RD6,77172,74848,43846,568,586,6.64
2013,Phetchabun,RD15,8742,8742,5281,604,604,0.75
2013,Phetchabun,KDML105,283818,271077,128048,451,472,24.41
2013,Phetchabun,SuphanBuri60,13338,13338,8495,637,637,1.15
2013,Phetchabun,PhotoperiodSensitiveRice,45008,43966,24608,547,560,3.87
2013,Phetchabun,NonPhotoperiodSensitiveRice,476661,462511,297713,625,644,40.99
2013,Phetchabun,ChaiNat1,101214,98119,61108,604,623,8.7
2013,Phetchabun,SupanburiAromaticRice,9028,8960,5423,601,605,0.78
2013,Phetchabun,PTT1,5228,5228,3881,742,742,0.45
2013,Phetchabun,SuphanBuri1,39948,39022,28594,716,733,3.43
2013,Loei,NativeRice,57050,55227,20171,354,365,15.38
2013,Loei,RD6,250230,244274,95953,383,393,67.45
2013,Loei,RD15,160,160,59,369,369,0.04
2013,Loei,KDML105,3482,3482,1189,341,341,0.94
2013,Loei,PhotoperiodSensitiveRice,36118,34518,15366,425,445,9.74
2013,Loei,NonPhotoperiodSensitiveRice,23919,23248,9455,395,407,6.45
2013,Nong Bua Lam Phu,NativeRice,38609,37761,11785,305,312,5.2
2013,Nong Bua Lam Phu,RD6,520194,516768,163531,314,316,70.02
2013,Nong Bua Lam Phu,RD15,30362,30159,9599,316,318,4.09
2013,Nong Bua Lam Phu,KDML105,99826,99492,31021,311,312,13.43
2013,Nong Bua Lam Phu,PhotoperiodSensitiveRice,34473,33344,10912,317,327,4.64
2013,Nong Bua Lam Phu,NonPhotoperiodSensitiveRice,19486,19486,5944,305,305,2.62
2013,Udon Thani,NativeRice,101366,99114,35353,349,357,5.79
2013,Udon Thani,RD6,1235096,1208792,434119,351,359,70.57
2013,Udon Thani,RD15,102962,99681,35828,348,359,5.88
2013,Udon Thani,KDML105,192669,187020,67318,349,360,11.01
2013,Udon Thani,PhotoperiodSensitiveRice,60312,58872,21420,355,364,3.45
2013,Udon Thani,NonPhotoperiodSensitiveRice,57795,56659,20107,348,355,3.3
2013,Nong Khai,NativeRice,16264,16264,5308,326,326,3.3
2013,Nong Khai,RD6,342112,331831,121278,354,365,69.32
2013,Nong Khai,RD15,14191,13974,4714,332,337,2.87
2013,Nong Khai,KDML105,66234,65699,22348,337,340,13.42
2013,Nong Khai,PhotoperiodSensitiveRice,29844,29330,10115,339,345,6.05
2013,Nong Khai,NonPhotoperiodSensitiveRice,24899,24239,9772,392,403,5.04
2013,Bueng Kan,NativeRice,9706,9706,2567,264,264,2.01
2013,Bueng Kan,RD6,360189,325517,101038,281,310,74.53
2013,Bueng Kan,RD15,12251,11553,3447,281,298,2.54
2013,Bueng Kan,KDML105,73187,67701,20476,280,302,15.14
2013,Bueng Kan,PhotoperiodSensitiveRice,16936,15282,4875,288,319,3.5
2013,Bueng Kan,NonPhotoperiodSensitiveRice,11042,10639,3323,301,312,2.28
2013,Sakon Nakhon,NativeRice,63267,58491,20084,317,343,3.34
2013,Sakon Nakhon,RD6,1269734,1180047,411152,324,348,67.08
2013,Sakon Nakhon,RD15,112629,105231,38989,346,371,5.95
2013,Sakon Nakhon,KDML105,341175,322693,107711,316,334,18.03
2013,Sakon Nakhon,PhotoperiodSensitiveRice,53148,48824,17362,327,356,2.81
2013,Sakon Nakhon,NonPhotoperiodSensitiveRice,52852,48867,15966,302,327,2.79
2013,Nakhon Phanom,NativeRice,82369,78042,28570,347,366,6.3
2013,Nakhon Phanom,RD6,713892,681024,267955,375,393,54.63
2013,Nakhon Phanom,RD15,42345,41023,14236,336,347,3.24
2013,Nakhon Phanom,KDML105,382960,372095,136485,356,367,29.31
2013,Nakhon Phanom,PhotoperiodSensitiveRice,42447,40474,20133,474,497,3.25
2013,Nakhon Phanom,NonPhotoperiodSensitiveRice,42702,41026,19540,458,476,3.27
2013,Mukdahan,NativeRice,53364,52659,17693,332,336,10.94
2013,Mukdahan,RD6,288562,287608,107176,371,373,59.17
2013,Mukdahan,RD15,3556,3556,1196,336,336,0.73
2013,Mukdahan,KDML105,77442,76797,26725,345,348,15.88
2013,Mukdahan,SuphanBuri60,1404,1404,518,369,369,0.29
2013,Mukdahan,PhotoperiodSensitiveRice,34431,34431,11378,330,330,7.06
2013,Mukdahan,NonPhotoperiodSensitiveRice,28927,28927,10838,375,375,5.93
2013,Yasothon,NativeRice,42741,38051,13766,322,362,3.16
2013,Yasothon,RD6,614663,548468,199352,324,363,45.39
2013,Yasothon,RD15,6383,5725,2086,327,364,0.47
2013,Yasothon,KDML105,648238,589028,215307,332,366,47.88
2013,Yasothon,PhotoperiodSensitiveRice,32112,29111,10723,334,368,2.37
2013,Yasothon,NonPhotoperiodSensitiveRice,9839,8819,3513,357,398,0.73
2013,Amnat Charoen,NativeRice,23227,22465,7869,339,350,2.41
2013,Amnat Charoen,RD6,334783,322809,114930,343,356,34.72
2013,Amnat Charoen,RD15,8305,8305,2751,331,331,0.86
2013,Amnat Charoen,KDML105,593402,575931,190330,321,330,61.54
2013,Amnat Charoen,NonPhotoperiodSensitiveRice,4586,4586,1657,361,361,0.47
2013,Ubon Ratchathani,NativeRice,69981,63842,21805,312,342,1.8
2013,Ubon Ratchathani,RD6,1536855,1451462,507284,330,349,39.49
2013,Ubon Ratchathani,RD15,236094,224205,77639,329,346,6.07
2013,Ubon Ratchathani,KDML105,1963992,1858790,629826,321,339,50.47
2013,Ubon Ratchathani,PhotoperiodSensitiveRice,59605,56893,20249,340,356,1.53
2013,Ubon Ratchathani,NonPhotoperiodSensitiveRice,25008,25008,9186,367,367,0.64
2013,Si Sa Ket,NativeRice,102996,90152,34942,339,388,3.41
2013,Si Sa Ket,RD6,191783,169036,67813,354,401,6.35
2013,Si Sa Ket,RD15,67947,59178,22482,331,380,2.25
2013,Si Sa Ket,KDML105,2622240,2311929,902776,344,390,86.83
2013,Si Sa Ket,PhotoperiodSensitiveRice,13790,13249,5997,435,453,0.46
2013,Si Sa Ket,NonPhotoperiodSensitiveRice,21331,19117,8341,391,436,0.7
2013,Surin,NativeRice,23886,22042,7841,328,356,0.75
2013,Surin,RD6,7713,7124,2817,365,395,0.24
2013,Surin,RD15,573517,534082,205409,358,385,18.07
2013,Surin,KDML105,2567268,2386474,913587,356,383,80.89
2013,Surin,NonPhotoperiodSensitiveRice,1554,1554,565,364,364,0.05
2013,Buri Ram,NativeRice,85859,75498,28473,332,377,3.14
2013,Buri Ram,RD6,114074,103067,38939,341,378,4.17
2013,Buri Ram,RD15,61588,56525,20180,328,357,2.25
2013,Buri Ram,KDML105,2448091,2256385,828068,338,367,89.49
2013,Buri Ram,PhotoperiodSensitiveRice,16836,16836,6280,373,373,0.62
2013,Buri Ram,NonPhotoperiodSensitiveRice,9176,9176,3439,375,375,0.33
2013,Maha Sarakham,NativeRice,32842,28584,10199,311,357,1.52
2013,Maha Sarakham,RD6,947310,837098,311457,329,372,43.89
2013,Maha Sarakham,RD15,55116,48473,18480,335,381,2.55
2013,Maha Sarakham,KDML105,1060198,951573,356232,336,374,49.11
2013,Maha Sarakham,PhotoperiodSensitiveRice,33951,32636,11829,348,362,1.57
2013,Maha Sarakham,NonPhotoperiodSensitiveRice,13156,13156,4421,336,336,0.61
2013,Maha Sarakham,ChaiNat1,16084,16084,5832,363,363,0.75
2013,Roi Et,NativeRice,35674,32512,12878,361,396,1.15
2013,Roi Et,RD6,974891,860820,337837,347,392,31.58
2013,Roi Et,RD15,57308,57308,20234,353,353,1.86
2013,Roi Et,KDML105,1984603,1847382,674003,340,365,64.3
2013,Roi Et,SuphanBuri60,2143,2143,742,346,346,0.07
2013,Roi Et,PhotoperiodSensitiveRice,18256,17178,5962,327,347,0.59
2013,Roi Et,NonPhotoperiodSensitiveRice,13782,13054,4940,358,378,0.45
2013,Kalasin,NativeRice,29921,29921,10690,357,357,2.02
2013,Kalasin,RD6,1041234,1040255,375501,361,361,70.16
2013,Kalasin,RD15,10648,10648,3320,312,312,0.72
2013,Kalasin,KDML105,341705,341021,123809,362,363,23.02
2013,Kalasin,SuphanBuri60,6496,6496,2218,341,341,0.44
2013,Kalasin,PhotoperiodSensitiveRice,33252,33252,12613,379,379,2.24
2013,Kalasin,NonPhotoperiodSensitiveRice,18133,18133,6397,353,353,1.22
2013,Kalasin,ChaiNat1,2655,2655,1153,434,434,0.18
2013,Khon Kaen,NativeRice,51776,43907,15240,294,347,2.08
2013,Khon Kaen,RD6,1740709,1432989,491959,283,343,69.97
2013,Khon Kaen,RD15,14025,14025,4178,298,298,0.56
2013,Khon Kaen,KDML105,615262,547107,178158,290,326,24.73
2013,Khon Kaen,PhotoperiodSensitiveRice,25376,22447,7844,309,349,1.02
2013,Khon Kaen,NonPhotoperiodSensitiveRice,37915,32394,10821,285,334,1.53
2013,Khon Kaen,ChaiNat1,2718,2718,928,341,341,0.11
2013,Chaiyaphum,NativeRice,137438,110467,43134,314,390,8.5
2013,Chaiyaphum,RD6,606351,487503,193900,320,398,37.49
2013,Chaiyaphum,RD15,30531,28313,10118,331,357,1.89
2013,Chaiyaphum,KDML105,749664,626685,232102,310,370,46.35
2013,Chaiyaphum,PhotoperiodSensitiveRice,62321,51296,19852,319,387,3.85
2013,Chaiyaphum,NonPhotoperiodSensitiveRice,31061,26978,10213,329,379,1.92
2013,Nakhon Ratchasima,NativeRice,220024,172811,59780,272,346,6.17
2013,Nakhon Ratchasima,RD6,162366,130275,50924,314,391,4.55
2013,Nakhon Ratchasima,RD15,11353,9213,3553,313,386,0.32
2013,Nakhon Ratchasima,KDML105,2731736,2203957,807291,296,366,76.64
2013,Nakhon Ratchasima,SuphanBuri60,18368,17115,6461,352,378,0.52
2013,Nakhon Ratchasima,PhotoperiodSensitiveRice,203379,165229,62640,308,379,5.71
2013,Nakhon Ratchasima,NonPhotoperiodSensitiveRice,80643,69298,26173,325,378,2.26
2013,Nakhon Ratchasima,ChaiNat1,98485,82011,35164,357,429,2.76
2013,Nakhon Ratchasima,SupanburiAromaticRice,2507,2507,1034,412,412,0.07
2013,Nakhon Ratchasima,PTT1,19624,16571,7926,404,478,0.55
2013,Nakhon Ratchasima,SuphanBuri1,16006,16006,6677,417,417,0.45
2013,Saraburi,NativeRice,12530,12530,5581,445,445,3.22
2013,Saraburi,KDML105,13094,12563,6126,468,488,3.36
2013,Saraburi,PhotoperiodSensitiveRice,21781,21781,12430,571,571,5.6
2013,Saraburi,NonPhotoperiodSensitiveRice,169752,164972,105171,620,638,43.63
2013,Saraburi,ChaiNat1,23844,22982,14122,592,614,6.13
2013,Saraburi,PTT1,11232,10967,7314,651,667,2.89
2013,Saraburi,SuphanBuri1,136870,134379,94284,689,702,35.17
2013,Lop Buri,NativeRice,52268,48232,22054,422,457,7.01
2013,Lop Buri,KDML105,195203,182796,85650,439,469,26.18
2013,Lop Buri,SuphanBuri60,17656,17656,9611,544,544,2.37
2013,Lop Buri,PhotoperiodSensitiveRice,28873,28873,13572,470,470,3.87
2013,Lop Buri,NonPhotoperiodSensitiveRice,185531,175360,101708,548,580,24.89
2013,Lop Buri,ChaiNat1,58971,56027,33374,566,596,7.91
2013,Lop Buri,KhlongLuang1,560,560,213,380,380,0.08
2013,Lop Buri,PTT1,91633,87164,60068,656,689,12.29
2013,Lop Buri,SuphanBuri1,114781,109468,79913,696,730,15.4
2013,Sing Buri,NonPhotoperiodSensitiveRice,197558,196605,131826,667,671,62.48
2013,Sing Buri,PTT1,47876,47876,36441,761,761,15.14
2013,Sing Buri,SuphanBuri1,70783,70783,52456,741,741,22.38
2013,Chai Nat,NativeRice,14434,14434,6077,421,421,1.82
2013,Chai Nat,KDML105,12228,12228,5290,433,433,1.54
2013,Chai Nat,SuphanBuri60,17856,17856,11650,652,652,2.25
2013,Chai Nat,PhotoperiodSensitiveRice,3698,3698,2299,622,622,0.46
2013,Chai Nat,NonPhotoperiodSensitiveRice,400569,398508,261274,652,656,50.39
2013,Chai Nat,ChaiNat1,14460,14460,9956,689,689,1.82
2013,Chai Nat,PTT1,210623,210623,154070,731,731,26.5
2013,Chai Nat,SuphanBuri1,120988,120988,82428,681,681,15.22
2013,Suphan Buri,NativeRice,8205,8205,3630,442,442,0.67
2013,Suphan Buri,KDML105,46748,46748,19513,417,417,3.84
2013,Suphan Buri,SuphanBuri60,1887,1887,1437,762,762,0.16
2013,Suphan Buri,PhotoperiodSensitiveRice,10656,10656,7502,704,704,0.87
2013,Suphan Buri,NonPhotoperiodSensitiveRice,935853,932629,667420,713,716,76.82
2013,Suphan Buri,PTT1,111547,111547,84865,761,761,9.16
2013,Suphan Buri,SuphanBuri1,103365,103365,79400,768,768,8.48
2013,Ang Thong,NativeRice,10655,10179,5061,475,497,3.1
2013,Ang Thong,KDML105,1323,1323,563,426,426,0.38
2013,Ang Thong,SuphanBuri60,8704,8704,5934,682,682,2.53
2013,Ang Thong,PhotoperiodSensitiveRice,15249,15249,7088,465,465,4.44
2013,Ang Thong,NonPhotoperiodSensitiveRice,145862,143074,95111,652,665,42.45
2013,Ang Thong,ChaiNat1,20881,20881,13276,636,636,6.08
2013,Ang Thong,PTT1,129188,126423,89727,695,710,37.6
2013,Ang Thong,SuphanBuri1,11744,11744,8679,739,739,3.42
2013,Ayutthaya,NativeRice,61417,60318,27588,449,457,6.66
2013,Ayutthaya,KDML105,5886,5783,2599,442,449,0.64
2013,Ayutthaya,SuphanBuri60,40706,40706,27277,670,670,4.41
2013,Ayutthaya,PhotoperiodSensitiveRice,40279,40279,22074,548,548,4.37
2013,Ayutthaya,NonPhotoperiodSensitiveRice,532835,529810,364489,684,688,57.78
2013,Ayutthaya,ChaiNat1,40019,40019,26966,674,674,4.34
2013,Ayutthaya,PTT1,45477,45477,33031,726,726,4.93
2013,Ayutthaya,SuphanBuri1,155560,154753,110531,711,714,16.87
2013,Nonthaburi,SuphanBuri60,124,124,86,694,694,0.11
2013,Nonthaburi,NonPhotoperiodSensitiveRice,97063,96849,71077,732,734,85.47
2013,Nonthaburi,PTT1,4531,4531,3332,735,735,3.99
2013,Nonthaburi,SuphanBuri1,11850,11850,8354,705,705,10.43
2013,Bangkok Metropolis,NonPhotoperiodSensitiveRice,85443,84633,56955,667,673,78.04
2013,Bangkok Metropolis,PTT1,8391,8391,5651,673,673,7.67
2013,Bangkok Metropolis,SuphanBuri1,15647,15647,11070,707,707,14.29
2013,Pathum Thani,SuphanBuri60,2392,2392,1630,681,681,0.73
2013,Pathum Thani,NonPhotoperiodSensitiveRice,281934,281470,210725,747,749,85.95
2013,Pathum Thani,PTT1,21555,21555,16342,758,758,6.57
2013,Pathum Thani,SuphanBuri1,22150,22150,16043,724,724,6.75
2013,Nakhon Nayok,NativeRice,27285,27285,13329,489,489,6.61
2013,Nakhon Nayok,KDML105,21236,20856,9534,449,457,5.14
2013,Nakhon Nayok,SuphanBuri60,3088,3088,1884,610,610,0.75
2013,Nakhon Nayok,PhotoperiodSensitiveRice,138635,135006,66076,477,489,33.58
2013,Nakhon Nayok,NonPhotoperiodSensitiveRice,196063,190141,125455,640,660,47.49
2013,Nakhon Nayok,ChaiNat1,12193,12193,6539,536,536,2.95
2013,Nakhon Nayok,PTT1,6812,6704,4171,612,622,1.65
2013,Nakhon Nayok,SuphanBuri1,7545,7303,4947,656,677,1.83
2013,Prachin Buri,NativeRice,44146,44146,13152,298,298,9.48
2013,Prachin Buri,RD6,1832,1832,616,336,336,0.39
2013,Prachin Buri,KDML105,88771,68294,25645,289,376,19.05
2013,Prachin Buri,SuphanBuri60,15002,15002,7471,498,498,3.22
2013,Prachin Buri,PhotoperiodSensitiveRice,182924,144811,58807,321,406,39.26
2013,Prachin Buri,NonPhotoperiodSensitiveRice,105384,98898,50464,479,510,22.61
2013,Prachin Buri,ChaiNat1,1267,1267,605,478,478,0.27
2013,Prachin Buri,PTT1,8211,8211,3663,446,446,1.76
2013,Prachin Buri,SuphanBuri1,18455,16158,10013,543,620,3.96
2013,Chachoengsao,NativeRice,6658,6249,2354,354,377,0.93
2013,Chachoengsao,RD6,3067,2996,1131,369,378,0.43
2013,Chachoengsao,KDML105,79379,75394,25225,318,335,11.13
2013,Chachoengsao,SuphanBuri60,46067,46067,31807,690,690,6.46
2013,Chachoengsao,PhotoperiodSensitiveRice,8571,8571,3490,407,407,1.2
2013,Chachoengsao,NonPhotoperiodSensitiveRice,456328,447313,306945,673,686,63.97
2013,Chachoengsao,ChaiNat1,9908,9908,5523,557,557,1.39
2013,Chachoengsao,PTT1,42733,42733,30456,713,713,5.99
2013,Chachoengsao,SuphanBuri1,60633,60633,41799,689,689,8.5
2013,Sa Kaeo,NativeRice,25010,25010,8061,322,322,3.1
2013,Sa Kaeo,RD6,21781,20183,6605,303,327,2.7
2013,Sa Kaeo,RD15,3559,3559,1122,315,315,0.44
2013,Sa Kaeo,KDML105,578303,511767,166006,287,324,71.72
2013,Sa Kaeo,PhotoperiodSensitiveRice,110410,101211,37303,338,369,13.69
2013,Sa Kaeo,NonPhotoperiodSensitiveRice,57484,57057,17810,310,312,7.13
2013,Sa Kaeo,ChaiNat1,4001,3768,1617,404,429,0.5
2013,Sa Kaeo,PTT1,4539,4127,1359,299,329,0.56
2013,Sa Kaeo,SuphanBuri1,1292,1292,578,447,447,0.16
2013,Chanthaburi,NativeRice,5470,5126,1952,357,381,22.34
2013,Chanthaburi,KDML105,11604,10543,3756,324,356,47.4
2013,Chanthaburi,PhotoperiodSensitiveRice,3130,3130,1229,393,393,12.78
2013,Chanthaburi,NonPhotoperiodSensitiveRice,2048,1977,815,398,412,8.37
